"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A06_T01_S01_011","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","C","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_012","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","D","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_013","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","A","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_014","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","B","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_015","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","C","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_016","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","D","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_017","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","A","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_018","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","B","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_019","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","C","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_020","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","D","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_021","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","A","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_022","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","B","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_023","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","C","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_024","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Hard","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","D","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_025","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Advanced","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","A","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_026","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Advanced","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","B","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_027","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Advanced","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","C","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_028","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Advanced","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","D","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_029","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Advanced","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","A","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
"QB_A06_T01_S01_030","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S01","Trigonometric ratios","6.1.1","Advanced","MCQ","Which ratio equals \(\sin \theta\) in a right-angled triangle?","\(\frac{\text{adjacent}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{hypotenuse}}\)","\(\frac{\text{opposite}}{\text{adjacent}}\)","\(\frac{\text{hypotenuse}}{\text{opposite}}\)","B","Sine is opposite over hypotenuse.","trigonometry;trigonometric;ratios","approved_hierarchy_v1"
