"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T07_S02_011","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that three points are collinear?","They are all equal distances from the origin","They lie on different planes","They lie on the same straight line","They form a right angle","C","Collinear points lie on one straight line.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_012","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that two lines are coplanar?","They must be parallel","They must intersect at right angles","They must have equal length","They lie in the same plane","D","Coplanar objects lie in the same plane.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_013","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that three points are collinear?","They lie on the same straight line","They are all equal distances from the origin","They lie on different planes","They form a right angle","A","Collinear points lie on one straight line.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_014","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that two lines are coplanar?","They must be parallel","They lie in the same plane","They must intersect at right angles","They must have equal length","B","Coplanar objects lie in the same plane.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_015","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that three points are collinear?","They are all equal distances from the origin","They lie on different planes","They lie on the same straight line","They form a right angle","C","Collinear points lie on one straight line.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_016","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that three points are collinear?","They are all equal distances from the origin","They lie on different planes","They form a right angle","They lie on the same straight line","D","Collinear points lie on one straight line.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_017","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that two lines are coplanar?","They lie in the same plane","They must be parallel","They must intersect at right angles","They must have equal length","A","Coplanar objects lie in the same plane.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_018","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that three points are collinear?","They are all equal distances from the origin","They lie on the same straight line","They lie on different planes","They form a right angle","B","Collinear points lie on one straight line.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_019","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that two lines are coplanar?","They must be parallel","They must intersect at right angles","They lie in the same plane","They must have equal length","C","Coplanar objects lie in the same plane.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_020","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that three points are collinear?","They are all equal distances from the origin","They lie on different planes","They form a right angle","They lie on the same straight line","D","Collinear points lie on one straight line.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_021","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that three points are collinear?","They lie on the same straight line","They are all equal distances from the origin","They lie on different planes","They form a right angle","A","Collinear points lie on one straight line.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_022","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that two lines are coplanar?","They must be parallel","They lie in the same plane","They must intersect at right angles","They must have equal length","B","Coplanar objects lie in the same plane.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_023","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that three points are collinear?","They are all equal distances from the origin","They lie on different planes","They lie on the same straight line","They form a right angle","C","Collinear points lie on one straight line.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_024","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Hard","MCQ","Which description means that two lines are coplanar?","They must be parallel","They must intersect at right angles","They must have equal length","They lie in the same plane","D","Coplanar objects lie in the same plane.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_025","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Advanced","MCQ","Which description means that three points are collinear?","They lie on the same straight line","They are all equal distances from the origin","They lie on different planes","They form a right angle","A","Collinear points lie on one straight line.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_026","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Advanced","MCQ","Which description means that three points are collinear?","They are all equal distances from the origin","They lie on the same straight line","They lie on different planes","They form a right angle","B","Collinear points lie on one straight line.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_027","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Advanced","MCQ","Which description means that two lines are coplanar?","They must be parallel","They must intersect at right angles","They lie in the same plane","They must have equal length","C","Coplanar objects lie in the same plane.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_028","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Advanced","MCQ","Which description means that three points are collinear?","They are all equal distances from the origin","They lie on different planes","They form a right angle","They lie on the same straight line","D","Collinear points lie on one straight line.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_029","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Advanced","MCQ","Which description means that two lines are coplanar?","They lie in the same plane","They must be parallel","They must intersect at right angles","They must have equal length","A","Coplanar objects lie in the same plane.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
"QB_A02_T07_S02_030","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S02","To identify collinear points, coplanar lines and points in 2 and 3 dimensions","2.7.2","Advanced","MCQ","Which description means that three points are collinear?","They are all equal distances from the origin","They lie on the same straight line","They lie on different planes","They form a right angle","B","Collinear points lie on one straight line.","geometry;geometric;constructions;general;identify;collinear;points;coplanar;lines;construction","approved_hierarchy_v1"
