"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T02_S03_011","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","A pyramid has base area \(12\) and perpendicular height \(6\). What is its volume?","\(72\)","\(18\)","\(24\)","\(36\)","C","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_012","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","What is the volume of a cone with radius \(6\) and height \(7\)?","\(252\pi\)","\(\frac{504}{3}\pi\)","\(42\pi\)","\(\frac{252}{3}\pi\)","D","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_013","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","A pyramid has base area \(14\) and perpendicular height \(8\). What is its volume?","\(37\)","\(112\)","\(22\)","\(56\)","A","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_014","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","What is the volume of a cone with radius \(4\) and height \(9\)?","\(144\pi\)","\(\frac{144}{3}\pi\)","\(\frac{288}{3}\pi\)","\(36\pi\)","B","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_015","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","A pyramid has base area \(16\) and perpendicular height \(10\). What is its volume?","\(160\)","\(26\)","\(53\)","\(80\)","C","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_016","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","What is the volume of a cone with radius \(6\) and height \(6\)?","\(216\pi\)","\(\frac{432}{3}\pi\)","\(36\pi\)","\(\frac{216}{3}\pi\)","D","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_017","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","A pyramid has base area \(18\) and perpendicular height \(7\). What is its volume?","\(42\)","\(126\)","\(25\)","\(63\)","A","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_018","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","What is the volume of a cone with radius \(4\) and height \(8\)?","\(128\pi\)","\(\frac{128}{3}\pi\)","\(\frac{256}{3}\pi\)","\(32\pi\)","B","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_019","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","A pyramid has base area \(20\) and perpendicular height \(9\). What is its volume?","\(180\)","\(29\)","\(60\)","\(90\)","C","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_020","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","What is the volume of a cone with radius \(6\) and height \(10\)?","\(360\pi\)","\(\frac{720}{3}\pi\)","\(60\pi\)","\(\frac{360}{3}\pi\)","D","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_021","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","A pyramid has base area \(12\) and perpendicular height \(6\). What is its volume?","\(24\)","\(72\)","\(18\)","\(36\)","A","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_022","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","What is the volume of a cone with radius \(4\) and height \(7\)?","\(112\pi\)","\(\frac{112}{3}\pi\)","\(\frac{224}{3}\pi\)","\(28\pi\)","B","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_023","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","A pyramid has base area \(14\) and perpendicular height \(8\). What is its volume?","\(112\)","\(22\)","\(37\)","\(56\)","C","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_024","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Hard","MCQ","What is the volume of a cone with radius \(6\) and height \(9\)?","\(324\pi\)","\(\frac{648}{3}\pi\)","\(54\pi\)","\(\frac{324}{3}\pi\)","D","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_025","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Advanced","MCQ","A pyramid has base area \(16\) and perpendicular height \(10\). What is its volume?","\(53\)","\(160\)","\(26\)","\(80\)","A","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_026","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Advanced","MCQ","What is the volume of a cone with radius \(4\) and height \(6\)?","\(96\pi\)","\(\frac{96}{3}\pi\)","\(\frac{192}{3}\pi\)","\(24\pi\)","B","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_027","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Advanced","MCQ","A pyramid has base area \(18\) and perpendicular height \(7\). What is its volume?","\(126\)","\(25\)","\(42\)","\(63\)","C","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_028","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Advanced","MCQ","What is the volume of a cone with radius \(6\) and height \(8\)?","\(288\pi\)","\(\frac{576}{3}\pi\)","\(48\pi\)","\(\frac{288}{3}\pi\)","D","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_029","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Advanced","MCQ","A pyramid has base area \(20\) and perpendicular height \(9\). What is its volume?","\(60\)","\(180\)","\(29\)","\(90\)","A","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_030","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Advanced","MCQ","What is the volume of a cone with radius \(4\) and height \(10\)?","\(160\pi\)","\(\frac{160}{3}\pi\)","\(\frac{320}{3}\pi\)","\(40\pi\)","B","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
