"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A03_T03_S06_011","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -5x + 3=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-5 \pm \sqrt{13}}{2}\)","\(x=\frac{--5 \pm \sqrt{13}}{1}\)","\(x=\frac{-(-5) \pm \sqrt{13}}{2}\)","\(x=\frac{--5 \pm 13}{2}\)","C","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_012","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -6x + 4=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-6 \pm \sqrt{20}}{2}\)","\(x=\frac{--6 \pm \sqrt{20}}{1}\)","\(x=\frac{--6 \pm 20}{2}\)","\(x=\frac{-(-6) \pm \sqrt{20}}{2}\)","D","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_013","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -3x + 2=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-(-3) \pm \sqrt{1}}{2}\)","\(x=\frac{-3 \pm \sqrt{1}}{2}\)","\(x=\frac{--3 \pm \sqrt{1}}{1}\)","\(x=\frac{--3 \pm 1}{2}\)","A","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_014","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -4x + 3=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-4 \pm \sqrt{4}}{2}\)","\(x=\frac{-(-4) \pm \sqrt{4}}{2}\)","\(x=\frac{--4 \pm \sqrt{4}}{1}\)","\(x=\frac{--4 \pm 4}{2}\)","B","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_015","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -5x + 4=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-5 \pm \sqrt{9}}{2}\)","\(x=\frac{--5 \pm \sqrt{9}}{1}\)","\(x=\frac{-(-5) \pm \sqrt{9}}{2}\)","\(x=\frac{--5 \pm 9}{2}\)","C","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_016","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -6x + 2=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-6 \pm \sqrt{28}}{2}\)","\(x=\frac{--6 \pm \sqrt{28}}{1}\)","\(x=\frac{--6 \pm 28}{2}\)","\(x=\frac{-(-6) \pm \sqrt{28}}{2}\)","D","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_017","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -3x + 3=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-(-3) \pm \sqrt{-3}}{2}\)","\(x=\frac{-3 \pm \sqrt{-3}}{2}\)","\(x=\frac{--3 \pm \sqrt{-3}}{1}\)","\(x=\frac{--3 \pm -3}{2}\)","A","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_018","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -4x + 4=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-4 \pm \sqrt{0}}{2}\)","\(x=\frac{-(-4) \pm \sqrt{0}}{2}\)","\(x=\frac{--4 \pm \sqrt{0}}{1}\)","\(x=\frac{--4 \pm 0}{2}\)","B","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_019","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -5x + 2=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-5 \pm \sqrt{17}}{2}\)","\(x=\frac{--5 \pm \sqrt{17}}{1}\)","\(x=\frac{-(-5) \pm \sqrt{17}}{2}\)","\(x=\frac{--5 \pm 17}{2}\)","C","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_020","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -6x + 3=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-6 \pm \sqrt{24}}{2}\)","\(x=\frac{--6 \pm \sqrt{24}}{1}\)","\(x=\frac{--6 \pm 24}{2}\)","\(x=\frac{-(-6) \pm \sqrt{24}}{2}\)","D","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_021","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -3x + 4=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-(-3) \pm \sqrt{-7}}{2}\)","\(x=\frac{-3 \pm \sqrt{-7}}{2}\)","\(x=\frac{--3 \pm \sqrt{-7}}{1}\)","\(x=\frac{--3 \pm -7}{2}\)","A","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_022","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -4x + 2=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-4 \pm \sqrt{8}}{2}\)","\(x=\frac{-(-4) \pm \sqrt{8}}{2}\)","\(x=\frac{--4 \pm \sqrt{8}}{1}\)","\(x=\frac{--4 \pm 8}{2}\)","B","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_023","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -5x + 3=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-5 \pm \sqrt{13}}{2}\)","\(x=\frac{--5 \pm \sqrt{13}}{1}\)","\(x=\frac{-(-5) \pm \sqrt{13}}{2}\)","\(x=\frac{--5 \pm 13}{2}\)","C","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_024","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Hard","MCQ","For \(x^2 -6x + 4=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-6 \pm \sqrt{20}}{2}\)","\(x=\frac{--6 \pm \sqrt{20}}{1}\)","\(x=\frac{--6 \pm 20}{2}\)","\(x=\frac{-(-6) \pm \sqrt{20}}{2}\)","D","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_025","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Advanced","MCQ","For \(x^2 -3x + 2=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-(-3) \pm \sqrt{1}}{2}\)","\(x=\frac{-3 \pm \sqrt{1}}{2}\)","\(x=\frac{--3 \pm \sqrt{1}}{1}\)","\(x=\frac{--3 \pm 1}{2}\)","A","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_026","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Advanced","MCQ","For \(x^2 -4x + 3=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-4 \pm \sqrt{4}}{2}\)","\(x=\frac{-(-4) \pm \sqrt{4}}{2}\)","\(x=\frac{--4 \pm \sqrt{4}}{1}\)","\(x=\frac{--4 \pm 4}{2}\)","B","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_027","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Advanced","MCQ","For \(x^2 -5x + 4=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-5 \pm \sqrt{9}}{2}\)","\(x=\frac{--5 \pm \sqrt{9}}{1}\)","\(x=\frac{-(-5) \pm \sqrt{9}}{2}\)","\(x=\frac{--5 \pm 9}{2}\)","C","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_028","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Advanced","MCQ","For \(x^2 -6x + 2=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-6 \pm \sqrt{28}}{2}\)","\(x=\frac{--6 \pm \sqrt{28}}{1}\)","\(x=\frac{--6 \pm 28}{2}\)","\(x=\frac{-(-6) \pm \sqrt{28}}{2}\)","D","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_029","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Advanced","MCQ","For \(x^2 -3x + 3=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-(-3) \pm \sqrt{-3}}{2}\)","\(x=\frac{-3 \pm \sqrt{-3}}{2}\)","\(x=\frac{--3 \pm \sqrt{-3}}{1}\)","\(x=\frac{--3 \pm -3}{2}\)","A","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
"QB_A03_T03_S06_030","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S06","The quadratic formula","3.3.6","Advanced","MCQ","For \(x^2 -4x + 4=0\), which expression begins the quadratic-formula method correctly?","\(x=\frac{-4 \pm \sqrt{0}}{2}\)","\(x=\frac{-(-4) \pm \sqrt{0}}{2}\)","\(x=\frac{--4 \pm \sqrt{0}}{1}\)","\(x=\frac{--4 \pm 0}{2}\)","B","Use \(x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}\).","algebra;quadratic;equations;formula","approved_hierarchy_v1"
