"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A04_T01_S01_011","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(3\)","\(5\)","\(\sqrt{8}\)","\(12\)","C","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_012","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(3\)","\(5\)","\(12\)","\(\sqrt{10}\)","D","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_013","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(\sqrt{2}\)","\(3\)","\(5\)","\(12\)","A","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_014","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(3\)","\(\sqrt{3}\)","\(5\)","\(12\)","B","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_015","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(3\)","\(5\)","\(\sqrt{5}\)","\(12\)","C","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_016","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(3\)","\(5\)","\(12\)","\(\sqrt{7}\)","D","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_017","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(\sqrt{8}\)","\(3\)","\(5\)","\(12\)","A","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_018","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(3\)","\(\sqrt{10}\)","\(5\)","\(12\)","B","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_019","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(3\)","\(5\)","\(\sqrt{2}\)","\(12\)","C","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_020","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(3\)","\(5\)","\(12\)","\(\sqrt{3}\)","D","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_021","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(\sqrt{5}\)","\(3\)","\(5\)","\(12\)","A","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_022","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(3\)","\(\sqrt{7}\)","\(5\)","\(12\)","B","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_023","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(3\)","\(5\)","\(\sqrt{8}\)","\(12\)","C","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_024","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Hard","MCQ","Which expression is a surd?","\(3\)","\(5\)","\(12\)","\(\sqrt{10}\)","D","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_025","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Advanced","MCQ","Which expression is a surd?","\(\sqrt{2}\)","\(3\)","\(5\)","\(12\)","A","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_026","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Advanced","MCQ","Which expression is a surd?","\(3\)","\(\sqrt{3}\)","\(5\)","\(12\)","B","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_027","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Advanced","MCQ","Which expression is a surd?","\(3\)","\(5\)","\(\sqrt{5}\)","\(12\)","C","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_028","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Advanced","MCQ","Which expression is a surd?","\(3\)","\(5\)","\(12\)","\(\sqrt{7}\)","D","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_029","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Advanced","MCQ","Which expression is a surd?","\(\sqrt{8}\)","\(3\)","\(5\)","\(12\)","A","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
"QB_A04_T01_S01_030","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S01","Introducing surds","4.1.1","Advanced","MCQ","Which expression is a surd?","\(3\)","\(\sqrt{10}\)","\(5\)","\(12\)","B","A surd is an irrational root left in exact form, such as \(\sqrt{2}\).","numbers;surds;introducing;definition","approved_hierarchy_v1"
