"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T04_S01_015","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Hard","MCQ","What is the distance between \((3,2)\) and \((9,7)\)?","\(11\)","\(\sqrt{11}\)","\(\sqrt{61}\)","\(61\)","C","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_016","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Hard","MCQ","What is the distance between \((4,3)\) and \((6,9)\)?","\(8\)","\(\sqrt{32}\)","\(40\)","\(\sqrt{40}\)","D","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_017","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Hard","MCQ","What is the distance between \((5,4)\) and \((8,7)\)?","\(\sqrt{18}\)","\(6\)","\(\sqrt{0}\)","\(18\)","A","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_018","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Hard","MCQ","What is the distance between \((6,5)\) and \((10,9)\)?","\(8\)","\(\sqrt{32}\)","\(\sqrt{0}\)","\(32\)","B","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_019","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Hard","MCQ","What is the distance between \((1,6)\) and \((6,11)\)?","\(10\)","\(\sqrt{0}\)","\(\sqrt{50}\)","\(50\)","C","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_020","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Hard","MCQ","What is the distance between \((2,7)\) and \((8,13)\)?","\(12\)","\(\sqrt{0}\)","\(72\)","\(\sqrt{72}\)","D","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_021","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Hard","MCQ","What is the distance between \((3,8)\) and \((5,11)\)?","\(\sqrt{13}\)","\(5\)","\(\sqrt{5}\)","\(13\)","A","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_022","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Hard","MCQ","What is the distance between \((4,2)\) and \((7,6)\)?","\(\sqrt{25}\)","\(5\)","\(7\)","\(25\)","B","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_023","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Hard","MCQ","What is the distance between \((5,3)\) and \((9,8)\)?","\(9\)","\(\sqrt{9}\)","\(\sqrt{41}\)","\(41\)","C","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_024","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Hard","MCQ","What is the distance between \((6,4)\) and \((11,10)\)?","\(11\)","\(\sqrt{11}\)","\(61\)","\(\sqrt{61}\)","D","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_025","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Advanced","MCQ","What is the distance between \((1,5)\) and \((7,8)\)?","\(\sqrt{45}\)","\(9\)","\(\sqrt{27}\)","\(45\)","A","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_026","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Advanced","MCQ","What is the distance between \((2,6)\) and \((4,10)\)?","\(6\)","\(\sqrt{20}\)","\(\sqrt{12}\)","\(20\)","B","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_027","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Advanced","MCQ","What is the distance between \((3,7)\) and \((6,12)\)?","\(8\)","\(\sqrt{16}\)","\(\sqrt{34}\)","\(34\)","C","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_028","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Advanced","MCQ","What is the distance between \((4,8)\) and \((8,14)\)?","\(10\)","\(\sqrt{20}\)","\(52\)","\(\sqrt{52}\)","D","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_029","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Advanced","MCQ","What is the distance between \((5,2)\) and \((10,5)\)?","\(\sqrt{34}\)","\(8\)","\(\sqrt{16}\)","\(34\)","A","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
"QB_A02_T04_S01_030","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S01","Distance formula","2.4.1","Advanced","MCQ","What is the distance between \((6,3)\) and \((12,7)\)?","\(10\)","\(\sqrt{52}\)","\(\sqrt{20}\)","\(52\)","B","Use the distance formula \(d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2}\).","geometry;coordinate;distance;formula","approved_hierarchy_v1"
