"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T01_S08_011","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(70^\circ\)\), what is \(m\angle BOC\)?","\(140^\circ\)","\(80^\circ\)","\(70^\circ\)","\(60^\circ\)","C","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_012","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(75^\circ\)\), what is \(m\angle BOC\)?","\(150^\circ\)","\(85^\circ\)","\(65^\circ\)","\(75^\circ\)","D","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_013","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(20^\circ\)\), what is \(m\angle BOC\)?","\(20^\circ\)","\(40^\circ\)","\(30^\circ\)","\(10^\circ\)","A","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_014","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(25^\circ\)\), what is \(m\angle BOC\)?","\(50^\circ\)","\(25^\circ\)","\(35^\circ\)","\(15^\circ\)","B","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_015","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(30^\circ\)\), what is \(m\angle BOC\)?","\(60^\circ\)","\(40^\circ\)","\(30^\circ\)","\(20^\circ\)","C","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_016","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(35^\circ\)\), what is \(m\angle BOC\)?","\(70^\circ\)","\(45^\circ\)","\(25^\circ\)","\(35^\circ\)","D","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_017","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(40^\circ\)\), what is \(m\angle BOC\)?","\(40^\circ\)","\(80^\circ\)","\(50^\circ\)","\(30^\circ\)","A","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_018","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(45^\circ\)\), what is \(m\angle BOC\)?","\(90^\circ\)","\(45^\circ\)","\(55^\circ\)","\(35^\circ\)","B","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_019","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(50^\circ\)\), what is \(m\angle BOC\)?","\(100^\circ\)","\(60^\circ\)","\(50^\circ\)","\(40^\circ\)","C","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_020","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(55^\circ\)\), what is \(m\angle BOC\)?","\(110^\circ\)","\(65^\circ\)","\(45^\circ\)","\(55^\circ\)","D","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_021","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(60^\circ\)\), what is \(m\angle BOC\)?","\(60^\circ\)","\(120^\circ\)","\(70^\circ\)","\(50^\circ\)","A","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_022","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(65^\circ\)\), what is \(m\angle BOC\)?","\(130^\circ\)","\(65^\circ\)","\(75^\circ\)","\(55^\circ\)","B","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_023","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(70^\circ\)\), what is \(m\angle BOC\)?","\(140^\circ\)","\(80^\circ\)","\(70^\circ\)","\(60^\circ\)","C","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_024","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Hard","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(75^\circ\)\), what is \(m\angle BOC\)?","\(150^\circ\)","\(85^\circ\)","\(65^\circ\)","\(75^\circ\)","D","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_025","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Advanced","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(20^\circ\)\), what is \(m\angle BOC\)?","\(20^\circ\)","\(40^\circ\)","\(30^\circ\)","\(10^\circ\)","A","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_026","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Advanced","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(25^\circ\)\), what is \(m\angle BOC\)?","\(50^\circ\)","\(25^\circ\)","\(35^\circ\)","\(15^\circ\)","B","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_027","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Advanced","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(30^\circ\)\), what is \(m\angle BOC\)?","\(60^\circ\)","\(40^\circ\)","\(30^\circ\)","\(20^\circ\)","C","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_028","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Advanced","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(35^\circ\)\), what is \(m\angle BOC\)?","\(70^\circ\)","\(45^\circ\)","\(25^\circ\)","\(35^\circ\)","D","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_029","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Advanced","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(40^\circ\)\), what is \(m\angle BOC\)?","\(40^\circ\)","\(80^\circ\)","\(50^\circ\)","\(30^\circ\)","A","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
"QB_A02_T01_S08_030","A02","Geometry","A02_T01","Angles","A02_T01_S08","To determine angle labelling rules, naming angles according to size, angle bisector properties and related algebra","2.1.8","Advanced","MCQ","Ray \(OB\) bisects \(\angle AOC\). If \(m\angle AOB = \(45^\circ\)\), what is \(m\angle BOC\)?","\(90^\circ\)","\(45^\circ\)","\(55^\circ\)","\(35^\circ\)","B","An angle bisector divides an angle into two equal parts.","geometry;angles;determine;angle;labelling;rules;naming;bisector","approved_hierarchy_v1"
