"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T04_S05_011","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(2\) and intercept \(0\)?","\(x=2y+0\)","\(y=0x+2\)","\(y=2x+0\)","\(y=2+0x\)","C","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_012","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(3\) and intercept \(1\)?","\(x=3y+1\)","\(y=1x+3\)","\(y=3+1x\)","\(y=3x+1\)","D","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_013","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(4\) and intercept \(2\)?","\(y=4x+2\)","\(x=4y+2\)","\(y=2x+4\)","\(y=4+2x\)","A","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_014","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(5\) and intercept \(3\)?","\(x=5y+3\)","\(y=5x+3\)","\(y=3x+5\)","\(y=5+3x\)","B","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_015","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(6\) and intercept \(-3\)?","\(x=6y-3\)","\(y=-3x+6\)","\(y=6x-3\)","\(y=6+-3x\)","C","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_016","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(2\) and intercept \(-2\)?","\(x=2y-2\)","\(y=-2x+2\)","\(y=2+-2x\)","\(y=2x-2\)","D","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_017","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(3\) and intercept \(-1\)?","\(y=3x-1\)","\(x=3y-1\)","\(y=-1x+3\)","\(y=3+-1x\)","A","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_018","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(4\) and intercept \(0\)?","\(x=4y+0\)","\(y=4x+0\)","\(y=0x+4\)","\(y=4+0x\)","B","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_019","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(5\) and intercept \(1\)?","\(x=5y+1\)","\(y=1x+5\)","\(y=5x+1\)","\(y=5+1x\)","C","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_020","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(6\) and intercept \(2\)?","\(x=6y+2\)","\(y=2x+6\)","\(y=6+2x\)","\(y=6x+2\)","D","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_021","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(2\) and intercept \(3\)?","\(y=2x+3\)","\(x=2y+3\)","\(y=3x+2\)","\(y=2+3x\)","A","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_022","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(3\) and intercept \(-3\)?","\(x=3y-3\)","\(y=3x-3\)","\(y=-3x+3\)","\(y=3+-3x\)","B","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_023","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(4\) and intercept \(-2\)?","\(x=4y-2\)","\(y=-2x+4\)","\(y=4x-2\)","\(y=4+-2x\)","C","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_024","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Hard","MCQ","Which equation is in the form of a straight line with gradient \(5\) and intercept \(-1\)?","\(x=5y-1\)","\(y=-1x+5\)","\(y=5+-1x\)","\(y=5x-1\)","D","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_025","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Advanced","MCQ","Which equation is in the form of a straight line with gradient \(6\) and intercept \(0\)?","\(y=6x+0\)","\(x=6y+0\)","\(y=0x+6\)","\(y=6+0x\)","A","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_026","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Advanced","MCQ","Which equation is in the form of a straight line with gradient \(2\) and intercept \(1\)?","\(x=2y+1\)","\(y=2x+1\)","\(y=1x+2\)","\(y=2+1x\)","B","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_027","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Advanced","MCQ","Which equation is in the form of a straight line with gradient \(3\) and intercept \(2\)?","\(x=3y+2\)","\(y=2x+3\)","\(y=3x+2\)","\(y=3+2x\)","C","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_028","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Advanced","MCQ","Which equation is in the form of a straight line with gradient \(4\) and intercept \(3\)?","\(x=4y+3\)","\(y=3x+4\)","\(y=4+3x\)","\(y=4x+3\)","D","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_029","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Advanced","MCQ","Which equation is in the form of a straight line with gradient \(5\) and intercept \(-3\)?","\(y=5x-3\)","\(x=5y-3\)","\(y=-3x+5\)","\(y=5+-3x\)","A","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
"QB_A02_T04_S05_030","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S05","The straight line","2.4.5","Advanced","MCQ","Which equation is in the form of a straight line with gradient \(6\) and intercept \(-2\)?","\(x=6y-2\)","\(y=6x-2\)","\(y=-2x+6\)","\(y=6+-2x\)","B","A straight line in slope-intercept form is written as \(y=mx+c\).","geometry;coordinate;straight;line","approved_hierarchy_v1"
