"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T05_S07_011","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Two adjacent sides are equal","Both pairs of opposite sides are parallel","Exactly one diagonal is longer than the other","C","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_012","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Two adjacent sides are equal","Exactly one diagonal is longer than the other","Both pairs of opposite sides are parallel","D","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_013","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","Both pairs of opposite sides are parallel","One angle is acute","Two adjacent sides are equal","Exactly one diagonal is longer than the other","A","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_014","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Both pairs of opposite sides are parallel","Two adjacent sides are equal","Exactly one diagonal is longer than the other","B","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_015","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Two adjacent sides are equal","Both pairs of opposite sides are parallel","Exactly one diagonal is longer than the other","C","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_016","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Two adjacent sides are equal","Exactly one diagonal is longer than the other","Both pairs of opposite sides are parallel","D","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_017","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","Both pairs of opposite sides are parallel","One angle is acute","Two adjacent sides are equal","Exactly one diagonal is longer than the other","A","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_018","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Both pairs of opposite sides are parallel","Two adjacent sides are equal","Exactly one diagonal is longer than the other","B","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_019","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Two adjacent sides are equal","Both pairs of opposite sides are parallel","Exactly one diagonal is longer than the other","C","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_020","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Two adjacent sides are equal","Exactly one diagonal is longer than the other","Both pairs of opposite sides are parallel","D","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_021","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","Both pairs of opposite sides are parallel","One angle is acute","Two adjacent sides are equal","Exactly one diagonal is longer than the other","A","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_022","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Both pairs of opposite sides are parallel","Two adjacent sides are equal","Exactly one diagonal is longer than the other","B","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_023","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Two adjacent sides are equal","Both pairs of opposite sides are parallel","Exactly one diagonal is longer than the other","C","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_024","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Hard","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Two adjacent sides are equal","Exactly one diagonal is longer than the other","Both pairs of opposite sides are parallel","D","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_025","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Advanced","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","Both pairs of opposite sides are parallel","One angle is acute","Two adjacent sides are equal","Exactly one diagonal is longer than the other","A","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_026","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Advanced","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Both pairs of opposite sides are parallel","Two adjacent sides are equal","Exactly one diagonal is longer than the other","B","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_027","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Advanced","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Two adjacent sides are equal","Both pairs of opposite sides are parallel","Exactly one diagonal is longer than the other","C","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_028","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Advanced","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Two adjacent sides are equal","Exactly one diagonal is longer than the other","Both pairs of opposite sides are parallel","D","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_029","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Advanced","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","Both pairs of opposite sides are parallel","One angle is acute","Two adjacent sides are equal","Exactly one diagonal is longer than the other","A","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
"QB_A02_T05_S07_030","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S07","Proving a Shape is a Parallelogram","2.5.7","Advanced","MCQ","Which condition is sufficient to prove that a quadrilateral is a parallelogram?","One angle is acute","Both pairs of opposite sides are parallel","Two adjacent sides are equal","Exactly one diagonal is longer than the other","B","A quadrilateral with both pairs of opposite sides parallel is a parallelogram.","geometry;polygons;quadrilaterals;proving;shape;is;parallelogram;proof","approved_hierarchy_v1"
