"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A04_T01_S05_011","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(4\sqrt{5}+3\sqrt{5}\).","\(12\sqrt{5}\)","\(\sqrt{35}\)","\(7\sqrt{5}\)","\(12\)","C","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_012","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(5\sqrt{7}+4\sqrt{7}\).","\(20\sqrt{7}\)","\(\sqrt{63}\)","\(16\)","\(9\sqrt{7}\)","D","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_013","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(2\sqrt{2}+5\sqrt{2}\).","\(7\sqrt{2}\)","\(10\sqrt{2}\)","\(\sqrt{14}\)","\(9\)","A","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_014","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(3\sqrt{3}+6\sqrt{3}\).","\(18\sqrt{3}\)","\(9\sqrt{3}\)","\(\sqrt{27}\)","\(12\)","B","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_015","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(4\sqrt{5}+7\sqrt{5}\).","\(28\sqrt{5}\)","\(\sqrt{55}\)","\(11\sqrt{5}\)","\(16\)","C","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_016","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(5\sqrt{7}+3\sqrt{7}\).","\(15\sqrt{7}\)","\(\sqrt{56}\)","\(15\)","\(8\sqrt{7}\)","D","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_017","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(2\sqrt{2}+4\sqrt{2}\).","\(6\sqrt{2}\)","\(8\sqrt{2}\)","\(\sqrt{12}\)","\(8\)","A","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_018","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(3\sqrt{3}+5\sqrt{3}\).","\(15\sqrt{3}\)","\(8\sqrt{3}\)","\(\sqrt{24}\)","\(11\)","B","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_019","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(4\sqrt{5}+6\sqrt{5}\).","\(24\sqrt{5}\)","\(\sqrt{50}\)","\(10\sqrt{5}\)","\(15\)","C","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_020","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(5\sqrt{7}+7\sqrt{7}\).","\(35\sqrt{7}\)","\(\sqrt{84}\)","\(19\)","\(12\sqrt{7}\)","D","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_021","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(2\sqrt{2}+3\sqrt{2}\).","\(5\sqrt{2}\)","\(6\sqrt{2}\)","\(\sqrt{10}\)","\(7\)","A","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_022","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(3\sqrt{3}+4\sqrt{3}\).","\(12\sqrt{3}\)","\(7\sqrt{3}\)","\(\sqrt{21}\)","\(10\)","B","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_023","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(4\sqrt{5}+5\sqrt{5}\).","\(20\sqrt{5}\)","\(\sqrt{45}\)","\(9\sqrt{5}\)","\(14\)","C","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_024","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Hard","MCQ","Simplify \(5\sqrt{7}+6\sqrt{7}\).","\(30\sqrt{7}\)","\(\sqrt{77}\)","\(18\)","\(11\sqrt{7}\)","D","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_025","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Advanced","MCQ","Simplify \(2\sqrt{2}+7\sqrt{2}\).","\(9\sqrt{2}\)","\(14\sqrt{2}\)","\(\sqrt{18}\)","\(11\)","A","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_026","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Advanced","MCQ","Simplify \(3\sqrt{3}+3\sqrt{3}\).","\(9\sqrt{3}\)","\(6\sqrt{3}\)","\(\sqrt{18}\)","\(9\)","B","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_027","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Advanced","MCQ","Simplify \(4\sqrt{5}+4\sqrt{5}\).","\(16\sqrt{5}\)","\(\sqrt{40}\)","\(8\sqrt{5}\)","\(13\)","C","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_028","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Advanced","MCQ","Simplify \(5\sqrt{7}+5\sqrt{7}\).","\(25\sqrt{7}\)","\(\sqrt{70}\)","\(17\)","\(10\sqrt{7}\)","D","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_029","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Advanced","MCQ","Simplify \(2\sqrt{2}+6\sqrt{2}\).","\(8\sqrt{2}\)","\(12\sqrt{2}\)","\(\sqrt{16}\)","\(10\)","A","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_030","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Advanced","MCQ","Simplify \(3\sqrt{3}+7\sqrt{3}\).","\(21\sqrt{3}\)","\(10\sqrt{3}\)","\(\sqrt{30}\)","\(13\)","B","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
