"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T01_S07_011","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(35^\circ\), what is the measure of the matching corresponding angle on the second line?","\(145^\circ\)","\(50^\circ\)","\(35^\circ\)","\(20^\circ\)","C","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_012","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(42^\circ\), what is the measure of the matching corresponding angle on the second line?","\(138^\circ\)","\(57^\circ\)","\(27^\circ\)","\(42^\circ\)","D","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_013","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(49^\circ\), what is the measure of the matching corresponding angle on the second line?","\(49^\circ\)","\(131^\circ\)","\(64^\circ\)","\(34^\circ\)","A","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_014","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(56^\circ\), what is the measure of the matching corresponding angle on the second line?","\(124^\circ\)","\(56^\circ\)","\(71^\circ\)","\(41^\circ\)","B","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_015","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(63^\circ\), what is the measure of the matching corresponding angle on the second line?","\(117^\circ\)","\(78^\circ\)","\(63^\circ\)","\(48^\circ\)","C","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_016","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(70^\circ\), what is the measure of the matching corresponding angle on the second line?","\(110^\circ\)","\(85^\circ\)","\(55^\circ\)","\(70^\circ\)","D","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_017","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(77^\circ\), what is the measure of the matching corresponding angle on the second line?","\(77^\circ\)","\(103^\circ\)","\(92^\circ\)","\(62^\circ\)","A","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_018","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(84^\circ\), what is the measure of the matching corresponding angle on the second line?","\(96^\circ\)","\(84^\circ\)","\(99^\circ\)","\(69^\circ\)","B","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_019","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(91^\circ\), what is the measure of the matching corresponding angle on the second line?","\(89^\circ\)","\(106^\circ\)","\(91^\circ\)","\(76^\circ\)","C","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_020","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(98^\circ\), what is the measure of the matching corresponding angle on the second line?","\(82^\circ\)","\(113^\circ\)","\(83^\circ\)","\(98^\circ\)","D","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_021","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(35^\circ\), what is the measure of the matching corresponding angle on the second line?","\(35^\circ\)","\(145^\circ\)","\(50^\circ\)","\(20^\circ\)","A","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_022","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(42^\circ\), what is the measure of the matching corresponding angle on the second line?","\(138^\circ\)","\(42^\circ\)","\(57^\circ\)","\(27^\circ\)","B","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_023","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(49^\circ\), what is the measure of the matching corresponding angle on the second line?","\(131^\circ\)","\(64^\circ\)","\(49^\circ\)","\(34^\circ\)","C","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_024","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Hard","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(56^\circ\), what is the measure of the matching corresponding angle on the second line?","\(124^\circ\)","\(71^\circ\)","\(41^\circ\)","\(56^\circ\)","D","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_025","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Advanced","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(63^\circ\), what is the measure of the matching corresponding angle on the second line?","\(63^\circ\)","\(117^\circ\)","\(78^\circ\)","\(48^\circ\)","A","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_026","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Advanced","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(70^\circ\), what is the measure of the matching corresponding angle on the second line?","\(110^\circ\)","\(70^\circ\)","\(85^\circ\)","\(55^\circ\)","B","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_027","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Advanced","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(77^\circ\), what is the measure of the matching corresponding angle on the second line?","\(103^\circ\)","\(92^\circ\)","\(77^\circ\)","\(62^\circ\)","C","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_028","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Advanced","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(84^\circ\), what is the measure of the matching corresponding angle on the second line?","\(96^\circ\)","\(99^\circ\)","\(69^\circ\)","\(84^\circ\)","D","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_029","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Advanced","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(91^\circ\), what is the measure of the matching corresponding angle on the second line?","\(91^\circ\)","\(89^\circ\)","\(106^\circ\)","\(76^\circ\)","A","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
"QB_A02_T01_S07_030","A02","Geometry","A02_T01","Angles","A02_T01_S07","Parallel Lines","2.1.7","Advanced","MCQ","Two parallel lines are cut by a transversal. If a corresponding angle is \(98^\circ\), what is the measure of the matching corresponding angle on the second line?","\(82^\circ\)","\(98^\circ\)","\(113^\circ\)","\(83^\circ\)","B","Corresponding angles are equal when parallel lines are cut by a transversal.","geometry;angles;parallel;lines;parallel-lines","approved_hierarchy_v1"
