"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T05_S10_011","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","One diagonal is horizontal","Its diagonals bisect each other","The figure has exactly one right angle","C","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_012","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","One diagonal is horizontal","The figure has exactly one right angle","Its diagonals bisect each other","D","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_013","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Its diagonals bisect each other","Only one pair of adjacent sides is equal","One diagonal is horizontal","The figure has exactly one right angle","A","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_014","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","Its diagonals bisect each other","One diagonal is horizontal","The figure has exactly one right angle","B","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_015","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","One diagonal is horizontal","Its diagonals bisect each other","The figure has exactly one right angle","C","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_016","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","One diagonal is horizontal","The figure has exactly one right angle","Its diagonals bisect each other","D","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_017","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Its diagonals bisect each other","Only one pair of adjacent sides is equal","One diagonal is horizontal","The figure has exactly one right angle","A","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_018","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","Its diagonals bisect each other","One diagonal is horizontal","The figure has exactly one right angle","B","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_019","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","One diagonal is horizontal","Its diagonals bisect each other","The figure has exactly one right angle","C","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_020","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","One diagonal is horizontal","The figure has exactly one right angle","Its diagonals bisect each other","D","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_021","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Its diagonals bisect each other","Only one pair of adjacent sides is equal","One diagonal is horizontal","The figure has exactly one right angle","A","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_022","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","Its diagonals bisect each other","One diagonal is horizontal","The figure has exactly one right angle","B","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_023","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","One diagonal is horizontal","Its diagonals bisect each other","The figure has exactly one right angle","C","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_024","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Hard","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","One diagonal is horizontal","The figure has exactly one right angle","Its diagonals bisect each other","D","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_025","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Advanced","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Its diagonals bisect each other","Only one pair of adjacent sides is equal","One diagonal is horizontal","The figure has exactly one right angle","A","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_026","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Advanced","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","Its diagonals bisect each other","One diagonal is horizontal","The figure has exactly one right angle","B","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_027","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Advanced","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","One diagonal is horizontal","Its diagonals bisect each other","The figure has exactly one right angle","C","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_028","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Advanced","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","One diagonal is horizontal","The figure has exactly one right angle","Its diagonals bisect each other","D","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_029","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Advanced","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Its diagonals bisect each other","Only one pair of adjacent sides is equal","One diagonal is horizontal","The figure has exactly one right angle","A","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
"QB_A02_T05_S10_030","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S10","The quadrilateral family and coordinate methods in geometry","2.5.10","Advanced","MCQ","Which coordinate condition is sufficient to show that a quadrilateral is a parallelogram?","Only one pair of adjacent sides is equal","Its diagonals bisect each other","One diagonal is horizontal","The figure has exactly one right angle","B","In coordinate geometry, a quadrilateral is a parallelogram if its diagonals bisect each other.","geometry;polygons;quadrilaterals;quadrilateral;family;coordinate;methods;coordinate-methods","approved_hierarchy_v1"
