"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A06_T01_S04_011","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(14\) and an acute angle is \(35^\circ\). Which expression gives the adjacent side?","\(14\sin 35^\circ\)","\(14\tan 35^\circ\)","\(14\cos 35^\circ\)","\(\frac{14}{\cos 35^\circ}\)","C","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_012","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(15\) and an acute angle is \(40^\circ\). Which expression gives the adjacent side?","\(15\sin 40^\circ\)","\(15\tan 40^\circ\)","\(\frac{15}{\cos 40^\circ}\)","\(15\cos 40^\circ\)","D","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_013","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(16\) and an acute angle is \(45^\circ\). Which expression gives the adjacent side?","\(16\cos 45^\circ\)","\(16\sin 45^\circ\)","\(16\tan 45^\circ\)","\(\frac{16}{\cos 45^\circ}\)","A","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_014","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(17\) and an acute angle is \(50^\circ\). Which expression gives the adjacent side?","\(17\sin 50^\circ\)","\(17\cos 50^\circ\)","\(17\tan 50^\circ\)","\(\frac{17}{\cos 50^\circ}\)","B","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_015","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(18\) and an acute angle is \(55^\circ\). Which expression gives the adjacent side?","\(18\sin 55^\circ\)","\(18\tan 55^\circ\)","\(18\cos 55^\circ\)","\(\frac{18}{\cos 55^\circ}\)","C","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_016","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(19\) and an acute angle is \(35^\circ\). Which expression gives the adjacent side?","\(19\sin 35^\circ\)","\(19\tan 35^\circ\)","\(\frac{19}{\cos 35^\circ}\)","\(19\cos 35^\circ\)","D","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_017","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(12\) and an acute angle is \(40^\circ\). Which expression gives the adjacent side?","\(12\cos 40^\circ\)","\(12\sin 40^\circ\)","\(12\tan 40^\circ\)","\(\frac{12}{\cos 40^\circ}\)","A","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_018","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(13\) and an acute angle is \(45^\circ\). Which expression gives the adjacent side?","\(13\sin 45^\circ\)","\(13\cos 45^\circ\)","\(13\tan 45^\circ\)","\(\frac{13}{\cos 45^\circ}\)","B","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_019","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(14\) and an acute angle is \(50^\circ\). Which expression gives the adjacent side?","\(14\sin 50^\circ\)","\(14\tan 50^\circ\)","\(14\cos 50^\circ\)","\(\frac{14}{\cos 50^\circ}\)","C","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_020","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(15\) and an acute angle is \(55^\circ\). Which expression gives the adjacent side?","\(15\sin 55^\circ\)","\(15\tan 55^\circ\)","\(\frac{15}{\cos 55^\circ}\)","\(15\cos 55^\circ\)","D","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_021","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(16\) and an acute angle is \(35^\circ\). Which expression gives the adjacent side?","\(16\cos 35^\circ\)","\(16\sin 35^\circ\)","\(16\tan 35^\circ\)","\(\frac{16}{\cos 35^\circ}\)","A","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_022","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(17\) and an acute angle is \(40^\circ\). Which expression gives the adjacent side?","\(17\sin 40^\circ\)","\(17\cos 40^\circ\)","\(17\tan 40^\circ\)","\(\frac{17}{\cos 40^\circ}\)","B","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_023","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(18\) and an acute angle is \(45^\circ\). Which expression gives the adjacent side?","\(18\sin 45^\circ\)","\(18\tan 45^\circ\)","\(18\cos 45^\circ\)","\(\frac{18}{\cos 45^\circ}\)","C","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_024","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Hard","MCQ","In a right-angled triangle, the hypotenuse is \(19\) and an acute angle is \(50^\circ\). Which expression gives the adjacent side?","\(19\sin 50^\circ\)","\(19\tan 50^\circ\)","\(\frac{19}{\cos 50^\circ}\)","\(19\cos 50^\circ\)","D","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_025","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Advanced","MCQ","In a right-angled triangle, the hypotenuse is \(12\) and an acute angle is \(55^\circ\). Which expression gives the adjacent side?","\(12\cos 55^\circ\)","\(12\sin 55^\circ\)","\(12\tan 55^\circ\)","\(\frac{12}{\cos 55^\circ}\)","A","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_026","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Advanced","MCQ","In a right-angled triangle, the hypotenuse is \(13\) and an acute angle is \(35^\circ\). Which expression gives the adjacent side?","\(13\sin 35^\circ\)","\(13\cos 35^\circ\)","\(13\tan 35^\circ\)","\(\frac{13}{\cos 35^\circ}\)","B","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_027","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Advanced","MCQ","In a right-angled triangle, the hypotenuse is \(14\) and an acute angle is \(40^\circ\). Which expression gives the adjacent side?","\(14\sin 40^\circ\)","\(14\tan 40^\circ\)","\(14\cos 40^\circ\)","\(\frac{14}{\cos 40^\circ}\)","C","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_028","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Advanced","MCQ","In a right-angled triangle, the hypotenuse is \(15\) and an acute angle is \(45^\circ\). Which expression gives the adjacent side?","\(15\sin 45^\circ\)","\(15\tan 45^\circ\)","\(\frac{15}{\cos 45^\circ}\)","\(15\cos 45^\circ\)","D","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_029","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Advanced","MCQ","In a right-angled triangle, the hypotenuse is \(16\) and an acute angle is \(50^\circ\). Which expression gives the adjacent side?","\(16\cos 50^\circ\)","\(16\sin 50^\circ\)","\(16\tan 50^\circ\)","\(\frac{16}{\cos 50^\circ}\)","A","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
"QB_A06_T01_S04_030","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S04","Using the trigonometric ratios to find unknown length. [Case 2 Cosine]","6.1.4","Advanced","MCQ","In a right-angled triangle, the hypotenuse is \(17\) and an acute angle is \(55^\circ\). Which expression gives the adjacent side?","\(17\sin 55^\circ\)","\(17\cos 55^\circ\)","\(17\tan 55^\circ\)","\(\frac{17}{\cos 55^\circ}\)","B","Use \(\cos\theta=\frac{\text{adjacent}}{\text{hypotenuse}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;cosine","approved_hierarchy_v1"
