"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T04_S12_016","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Hard","MCQ","Which equation is parallel to the line \(y=5x+1\)?","\(y=6x+4\)","\(y=4x+4\)","\(x=5y+4\)","\(y=5x+4\)","D","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_017","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Hard","MCQ","Which equation is parallel to the line \(y=2x+2\)?","\(y=2x+5\)","\(y=3x+5\)","\(y=1x+5\)","\(x=2y+5\)","A","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_018","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Hard","MCQ","Which equation is parallel to the line \(y=3x+3\)?","\(y=4x+6\)","\(y=3x+6\)","\(y=2x+6\)","\(x=3y+6\)","B","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_019","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Hard","MCQ","Which equation is parallel to the line \(y=4x+4\)?","\(y=5x+7\)","\(y=3x+7\)","\(y=4x+7\)","\(x=4y+7\)","C","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_020","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Hard","MCQ","Which equation is parallel to the line \(y=5x+5\)?","\(y=6x+8\)","\(y=4x+8\)","\(x=5y+8\)","\(y=5x+8\)","D","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_021","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Hard","MCQ","Which equation is parallel to the line \(y=2x+1\)?","\(y=2x+4\)","\(y=3x+4\)","\(y=1x+4\)","\(x=2y+4\)","A","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_022","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Hard","MCQ","Which equation is parallel to the line \(y=3x+2\)?","\(y=4x+5\)","\(y=3x+5\)","\(y=2x+5\)","\(x=3y+5\)","B","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_023","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Hard","MCQ","Which equation is parallel to the line \(y=4x+3\)?","\(y=5x+6\)","\(y=3x+6\)","\(y=4x+6\)","\(x=4y+6\)","C","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_024","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Hard","MCQ","Which equation is parallel to the line \(y=5x+4\)?","\(y=6x+7\)","\(y=4x+7\)","\(x=5y+7\)","\(y=5x+7\)","D","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_025","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Advanced","MCQ","Which equation is parallel to the line \(y=2x+5\)?","\(y=2x+8\)","\(y=3x+8\)","\(y=1x+8\)","\(x=2y+8\)","A","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_026","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Advanced","MCQ","Which equation is parallel to the line \(y=3x+1\)?","\(y=4x+4\)","\(y=3x+4\)","\(y=2x+4\)","\(x=3y+4\)","B","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_027","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Advanced","MCQ","Which equation is parallel to the line \(y=4x+2\)?","\(y=5x+5\)","\(y=3x+5\)","\(y=4x+5\)","\(x=4y+5\)","C","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_028","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Advanced","MCQ","Which equation is parallel to the line \(y=5x+3\)?","\(y=6x+6\)","\(y=4x+6\)","\(x=5y+6\)","\(y=5x+6\)","D","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_029","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Advanced","MCQ","Which equation is parallel to the line \(y=2x+4\)?","\(y=2x+7\)","\(y=3x+7\)","\(y=1x+7\)","\(x=2y+7\)","A","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
"QB_A02_T04_S12_030","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S12","Parallel lines: identify equation of a line parallel to another","2.4.12","Advanced","MCQ","Which equation is parallel to the line \(y=3x+5\)?","\(y=4x+8\)","\(y=3x+8\)","\(y=2x+8\)","\(x=3y+8\)","B","Parallel lines have the same gradient.","geometry;coordinate;parallel;lines;identify;equation;line","approved_hierarchy_v1"
