"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T03_S06_012","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Hard","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Multiply the total height by the total width","Add the exposed surface areas and exclude any internal faces that are joined","D","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_013","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Hard","MCQ","How should the surface area of a composite solid be found?","Add the exposed surface areas and exclude any internal faces that are joined","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Multiply the total height by the total width","A","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_014","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Hard","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Add the exposed surface areas and exclude any internal faces that are joined","Use the volume formula for the largest solid only","Multiply the total height by the total width","B","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_015","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Hard","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Add the exposed surface areas and exclude any internal faces that are joined","Multiply the total height by the total width","C","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_016","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Hard","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Multiply the total height by the total width","Add the exposed surface areas and exclude any internal faces that are joined","D","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_017","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Hard","MCQ","How should the surface area of a composite solid be found?","Add the exposed surface areas and exclude any internal faces that are joined","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Multiply the total height by the total width","A","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_018","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Hard","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Add the exposed surface areas and exclude any internal faces that are joined","Use the volume formula for the largest solid only","Multiply the total height by the total width","B","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_019","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Hard","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Add the exposed surface areas and exclude any internal faces that are joined","Multiply the total height by the total width","C","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_020","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Hard","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Multiply the total height by the total width","Add the exposed surface areas and exclude any internal faces that are joined","D","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_021","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Hard","MCQ","How should the surface area of a composite solid be found?","Add the exposed surface areas and exclude any internal faces that are joined","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Multiply the total height by the total width","A","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_022","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Hard","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Add the exposed surface areas and exclude any internal faces that are joined","Use the volume formula for the largest solid only","Multiply the total height by the total width","B","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_023","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Hard","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Add the exposed surface areas and exclude any internal faces that are joined","Multiply the total height by the total width","C","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_024","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Hard","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Multiply the total height by the total width","Add the exposed surface areas and exclude any internal faces that are joined","D","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_025","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Advanced","MCQ","How should the surface area of a composite solid be found?","Add the exposed surface areas and exclude any internal faces that are joined","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Multiply the total height by the total width","A","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_026","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Advanced","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Add the exposed surface areas and exclude any internal faces that are joined","Use the volume formula for the largest solid only","Multiply the total height by the total width","B","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_027","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Advanced","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Add the exposed surface areas and exclude any internal faces that are joined","Multiply the total height by the total width","C","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_028","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Advanced","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Multiply the total height by the total width","Add the exposed surface areas and exclude any internal faces that are joined","D","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_029","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Advanced","MCQ","How should the surface area of a composite solid be found?","Add the exposed surface areas and exclude any internal faces that are joined","Add every face, including hidden internal faces","Use the volume formula for the largest solid only","Multiply the total height by the total width","A","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S06_030","A05","Measurement","A05_T03","Surface Area","A05_T03_S06","Surface area of composite solids","5.3.6","Advanced","MCQ","How should the surface area of a composite solid be found?","Add every face, including hidden internal faces","Add the exposed surface areas and exclude any internal faces that are joined","Use the volume formula for the largest solid only","Multiply the total height by the total width","B","Internal faces are not part of the outside surface of the composite solid.","measurement;surface;area;composite;solids;surface-area","approved_hierarchy_v1"
