"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A06_T01_S05_011","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(50^\circ\) is \(10\). Which expression gives the opposite side?","\(10\sin 50^\circ\)","\(10\cos 50^\circ\)","\(10\tan 50^\circ\)","\(\frac{10}{\tan 50^\circ}\)","C","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_012","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(55^\circ\) is \(11\). Which expression gives the opposite side?","\(11\sin 55^\circ\)","\(11\cos 55^\circ\)","\(\frac{11}{\tan 55^\circ}\)","\(11\tan 55^\circ\)","D","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_013","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(30^\circ\) is \(12\). Which expression gives the opposite side?","\(12\tan 30^\circ\)","\(12\sin 30^\circ\)","\(12\cos 30^\circ\)","\(\frac{12}{\tan 30^\circ}\)","A","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_014","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(35^\circ\) is \(13\). Which expression gives the opposite side?","\(13\sin 35^\circ\)","\(13\tan 35^\circ\)","\(13\cos 35^\circ\)","\(\frac{13}{\tan 35^\circ}\)","B","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_015","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(40^\circ\) is \(7\). Which expression gives the opposite side?","\(7\sin 40^\circ\)","\(7\cos 40^\circ\)","\(7\tan 40^\circ\)","\(\frac{7}{\tan 40^\circ}\)","C","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_016","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(45^\circ\) is \(8\). Which expression gives the opposite side?","\(8\sin 45^\circ\)","\(8\cos 45^\circ\)","\(\frac{8}{\tan 45^\circ}\)","\(8\tan 45^\circ\)","D","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_017","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(50^\circ\) is \(9\). Which expression gives the opposite side?","\(9\tan 50^\circ\)","\(9\sin 50^\circ\)","\(9\cos 50^\circ\)","\(\frac{9}{\tan 50^\circ}\)","A","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_018","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(55^\circ\) is \(10\). Which expression gives the opposite side?","\(10\sin 55^\circ\)","\(10\tan 55^\circ\)","\(10\cos 55^\circ\)","\(\frac{10}{\tan 55^\circ}\)","B","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_019","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(30^\circ\) is \(11\). Which expression gives the opposite side?","\(11\sin 30^\circ\)","\(11\cos 30^\circ\)","\(11\tan 30^\circ\)","\(\frac{11}{\tan 30^\circ}\)","C","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_020","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(35^\circ\) is \(12\). Which expression gives the opposite side?","\(12\sin 35^\circ\)","\(12\cos 35^\circ\)","\(\frac{12}{\tan 35^\circ}\)","\(12\tan 35^\circ\)","D","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_021","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(40^\circ\) is \(13\). Which expression gives the opposite side?","\(13\tan 40^\circ\)","\(13\sin 40^\circ\)","\(13\cos 40^\circ\)","\(\frac{13}{\tan 40^\circ}\)","A","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_022","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(45^\circ\) is \(7\). Which expression gives the opposite side?","\(7\sin 45^\circ\)","\(7\tan 45^\circ\)","\(7\cos 45^\circ\)","\(\frac{7}{\tan 45^\circ}\)","B","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_023","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(50^\circ\) is \(8\). Which expression gives the opposite side?","\(8\sin 50^\circ\)","\(8\cos 50^\circ\)","\(8\tan 50^\circ\)","\(\frac{8}{\tan 50^\circ}\)","C","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_024","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Hard","MCQ","In a right-angled triangle, the side adjacent to \(55^\circ\) is \(9\). Which expression gives the opposite side?","\(9\sin 55^\circ\)","\(9\cos 55^\circ\)","\(\frac{9}{\tan 55^\circ}\)","\(9\tan 55^\circ\)","D","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_025","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Advanced","MCQ","In a right-angled triangle, the side adjacent to \(30^\circ\) is \(10\). Which expression gives the opposite side?","\(10\tan 30^\circ\)","\(10\sin 30^\circ\)","\(10\cos 30^\circ\)","\(\frac{10}{\tan 30^\circ}\)","A","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_026","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Advanced","MCQ","In a right-angled triangle, the side adjacent to \(35^\circ\) is \(11\). Which expression gives the opposite side?","\(11\sin 35^\circ\)","\(11\tan 35^\circ\)","\(11\cos 35^\circ\)","\(\frac{11}{\tan 35^\circ}\)","B","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_027","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Advanced","MCQ","In a right-angled triangle, the side adjacent to \(40^\circ\) is \(12\). Which expression gives the opposite side?","\(12\sin 40^\circ\)","\(12\cos 40^\circ\)","\(12\tan 40^\circ\)","\(\frac{12}{\tan 40^\circ}\)","C","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_028","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Advanced","MCQ","In a right-angled triangle, the side adjacent to \(45^\circ\) is \(13\). Which expression gives the opposite side?","\(13\sin 45^\circ\)","\(13\cos 45^\circ\)","\(\frac{13}{\tan 45^\circ}\)","\(13\tan 45^\circ\)","D","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_029","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Advanced","MCQ","In a right-angled triangle, the side adjacent to \(50^\circ\) is \(7\). Which expression gives the opposite side?","\(7\tan 50^\circ\)","\(7\sin 50^\circ\)","\(7\cos 50^\circ\)","\(\frac{7}{\tan 50^\circ}\)","A","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
"QB_A06_T01_S05_030","A06","Trigonometry","A06_T01","Trigonometric Ratios","A06_T01_S05","Using the trigonometric ratios to find unknown length. [Case 3 Tangent Ratio]","6.1.5","Advanced","MCQ","In a right-angled triangle, the side adjacent to \(55^\circ\) is \(8\). Which expression gives the opposite side?","\(8\sin 55^\circ\)","\(8\tan 55^\circ\)","\(8\cos 55^\circ\)","\(\frac{8}{\tan 55^\circ}\)","B","Use \(\tan\theta=\frac{\text{opposite}}{\text{adjacent}}\).","trigonometry;trigonometric;ratios;find;unknown;length;case;tangent","approved_hierarchy_v1"
