"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T03_S01_011","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(5\), \(6\), and \(4\)?","\(120\)","\(30\)","\(148\)","\(74\)","C","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_012","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(6\), \(7\), and \(5\)?","\(210\)","\(36\)","\(107\)","\(214\)","D","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_013","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(7\), \(4\), and \(3\)?","\(122\)","\(84\)","\(28\)","\(61\)","A","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_014","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(8\), \(5\), and \(4\)?","\(160\)","\(184\)","\(34\)","\(92\)","B","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_015","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(9\), \(6\), and \(5\)?","\(270\)","\(40\)","\(258\)","\(129\)","C","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_016","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(5\), \(7\), and \(3\)?","\(105\)","\(30\)","\(71\)","\(142\)","D","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_017","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(6\), \(4\), and \(4\)?","\(128\)","\(96\)","\(28\)","\(64\)","A","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_018","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(7\), \(5\), and \(5\)?","\(175\)","\(190\)","\(34\)","\(95\)","B","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_019","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(8\), \(6\), and \(3\)?","\(144\)","\(34\)","\(180\)","\(90\)","C","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_020","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(9\), \(7\), and \(4\)?","\(252\)","\(40\)","\(127\)","\(254\)","D","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_021","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(5\), \(4\), and \(5\)?","\(130\)","\(100\)","\(28\)","\(65\)","A","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_022","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(6\), \(5\), and \(3\)?","\(90\)","\(126\)","\(28\)","\(63\)","B","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_023","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(7\), \(6\), and \(4\)?","\(168\)","\(34\)","\(188\)","\(94\)","C","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_024","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Hard","MCQ","What is the surface area of a rectangular prism with dimensions \(8\), \(7\), and \(5\)?","\(280\)","\(40\)","\(131\)","\(262\)","D","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_025","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Advanced","MCQ","What is the surface area of a rectangular prism with dimensions \(9\), \(4\), and \(3\)?","\(150\)","\(108\)","\(32\)","\(75\)","A","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_026","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Advanced","MCQ","What is the surface area of a rectangular prism with dimensions \(5\), \(5\), and \(4\)?","\(100\)","\(130\)","\(28\)","\(65\)","B","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_027","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Advanced","MCQ","What is the surface area of a rectangular prism with dimensions \(6\), \(6\), and \(5\)?","\(180\)","\(34\)","\(192\)","\(96\)","C","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_028","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Advanced","MCQ","What is the surface area of a rectangular prism with dimensions \(7\), \(7\), and \(3\)?","\(147\)","\(34\)","\(91\)","\(182\)","D","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_029","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Advanced","MCQ","What is the surface area of a rectangular prism with dimensions \(8\), \(4\), and \(4\)?","\(160\)","\(128\)","\(32\)","\(80\)","A","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S01_030","A05","Measurement","A05_T03","Surface Area","A05_T03_S01","Surface area of a cube/rectangular prism","5.3.1","Advanced","MCQ","What is the surface area of a rectangular prism with dimensions \(9\), \(5\), and \(5\)?","\(225\)","\(230\)","\(38\)","\(115\)","B","Add the areas of all six faces.","measurement;surface;area;cube;rectangular;prism;surface-area","approved_hierarchy_v1"
