"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T02_S10_011","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(4\) from the smaller to the larger triangle. If a side on the smaller triangle is \(3\), what is the corresponding side on the larger triangle?","\(16\)","\(11\)","\(12\)","\(7\)","C","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_012","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(5\) from the smaller to the larger triangle. If a side on the smaller triangle is \(4\), what is the corresponding side on the larger triangle?","\(25\)","\(19\)","\(9\)","\(20\)","D","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_013","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(2\) from the smaller to the larger triangle. If a side on the smaller triangle is \(5\), what is the corresponding side on the larger triangle?","\(10\)","\(12\)","\(9\)","\(7\)","A","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_014","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(3\) from the smaller to the larger triangle. If a side on the smaller triangle is \(6\), what is the corresponding side on the larger triangle?","\(21\)","\(18\)","\(17\)","\(9\)","B","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_015","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(4\) from the smaller to the larger triangle. If a side on the smaller triangle is \(7\), what is the corresponding side on the larger triangle?","\(32\)","\(27\)","\(28\)","\(11\)","C","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_016","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(5\) from the smaller to the larger triangle. If a side on the smaller triangle is \(3\), what is the corresponding side on the larger triangle?","\(20\)","\(14\)","\(8\)","\(15\)","D","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_017","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(2\) from the smaller to the larger triangle. If a side on the smaller triangle is \(4\), what is the corresponding side on the larger triangle?","\(8\)","\(10\)","\(7\)","\(6\)","A","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_018","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(3\) from the smaller to the larger triangle. If a side on the smaller triangle is \(5\), what is the corresponding side on the larger triangle?","\(18\)","\(15\)","\(14\)","\(8\)","B","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_019","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(4\) from the smaller to the larger triangle. If a side on the smaller triangle is \(6\), what is the corresponding side on the larger triangle?","\(28\)","\(23\)","\(24\)","\(10\)","C","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_020","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(5\) from the smaller to the larger triangle. If a side on the smaller triangle is \(7\), what is the corresponding side on the larger triangle?","\(40\)","\(34\)","\(12\)","\(35\)","D","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_021","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(2\) from the smaller to the larger triangle. If a side on the smaller triangle is \(3\), what is the corresponding side on the larger triangle?","\(6\)","\(8\)","\(5\)","\(5\) ","A","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_022","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(3\) from the smaller to the larger triangle. If a side on the smaller triangle is \(4\), what is the corresponding side on the larger triangle?","\(15\)","\(12\)","\(11\)","\(7\)","B","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_023","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(4\) from the smaller to the larger triangle. If a side on the smaller triangle is \(5\), what is the corresponding side on the larger triangle?","\(24\)","\(19\)","\(20\)","\(9\)","C","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_024","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Hard","MCQ","Two similar triangles have a scale factor of \(5\) from the smaller to the larger triangle. If a side on the smaller triangle is \(6\), what is the corresponding side on the larger triangle?","\(35\)","\(29\)","\(11\)","\(30\)","D","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_025","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Advanced","MCQ","Two similar triangles have a scale factor of \(2\) from the smaller to the larger triangle. If a side on the smaller triangle is \(7\), what is the corresponding side on the larger triangle?","\(14\)","\(16\)","\(13\)","\(9\)","A","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_026","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Advanced","MCQ","Two similar triangles have a scale factor of \(3\) from the smaller to the larger triangle. If a side on the smaller triangle is \(3\), what is the corresponding side on the larger triangle?","\(12\)","\(9\)","\(8\)","\(6\)","B","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_027","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Advanced","MCQ","Two similar triangles have a scale factor of \(4\) from the smaller to the larger triangle. If a side on the smaller triangle is \(4\), what is the corresponding side on the larger triangle?","\(20\)","\(15\)","\(16\)","\(8\)","C","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_028","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Advanced","MCQ","Two similar triangles have a scale factor of \(5\) from the smaller to the larger triangle. If a side on the smaller triangle is \(5\), what is the corresponding side on the larger triangle?","\(30\)","\(24\)","\(10\)","\(25\)","D","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_029","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Advanced","MCQ","Two similar triangles have a scale factor of \(2\) from the smaller to the larger triangle. If a side on the smaller triangle is \(6\), what is the corresponding side on the larger triangle?","\(12\)","\(14\)","\(11\)","\(8\)","A","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_030","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Advanced","MCQ","Two similar triangles have a scale factor of \(3\) from the smaller to the larger triangle. If a side on the smaller triangle is \(7\), what is the corresponding side on the larger triangle?","\(24\)","\(21\)","\(20\)","\(10\)","B","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
