"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T02_S09_017","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Hard","MCQ","Which statement is sufficient to conclude that two triangles are similar?","Two pairs of corresponding angles are equal","All three corresponding sides are different with no common scale factor","Only one angle is known to be equal","The triangles have equal areas","A","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
"QB_A02_T02_S09_018","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Hard","MCQ","Which statement is sufficient to conclude that two triangles are similar?","All three corresponding sides are different with no common scale factor","Two pairs of corresponding angles are equal","Only one angle is known to be equal","The triangles have equal areas","B","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
"QB_A02_T02_S09_019","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Hard","MCQ","Which statement is sufficient to conclude that two triangles are similar?","All three corresponding sides are different with no common scale factor","Only one angle is known to be equal","Two pairs of corresponding angles are equal","The triangles have equal areas","C","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
"QB_A02_T02_S09_020","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Hard","MCQ","Which statement is sufficient to conclude that two triangles are similar?","All three corresponding sides are different with no common scale factor","Only one angle is known to be equal","The triangles have equal areas","Two pairs of corresponding angles are equal","D","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
"QB_A02_T02_S09_021","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Hard","MCQ","Which statement is sufficient to conclude that two triangles are similar?","Two pairs of corresponding angles are equal","All three corresponding sides are different with no common scale factor","Only one angle is known to be equal","The triangles have equal areas","A","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
"QB_A02_T02_S09_022","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Hard","MCQ","Which statement is sufficient to conclude that two triangles are similar?","All three corresponding sides are different with no common scale factor","Two pairs of corresponding angles are equal","Only one angle is known to be equal","The triangles have equal areas","B","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
"QB_A02_T02_S09_023","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Hard","MCQ","Which statement is sufficient to conclude that two triangles are similar?","All three corresponding sides are different with no common scale factor","Only one angle is known to be equal","Two pairs of corresponding angles are equal","The triangles have equal areas","C","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
"QB_A02_T02_S09_024","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Hard","MCQ","Which statement is sufficient to conclude that two triangles are similar?","All three corresponding sides are different with no common scale factor","Only one angle is known to be equal","The triangles have equal areas","Two pairs of corresponding angles are equal","D","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
"QB_A02_T02_S09_025","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Advanced","MCQ","Which statement is sufficient to conclude that two triangles are similar?","Two pairs of corresponding angles are equal","All three corresponding sides are different with no common scale factor","Only one angle is known to be equal","The triangles have equal areas","A","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
"QB_A02_T02_S09_026","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Advanced","MCQ","Which statement is sufficient to conclude that two triangles are similar?","All three corresponding sides are different with no common scale factor","Two pairs of corresponding angles are equal","Only one angle is known to be equal","The triangles have equal areas","B","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
"QB_A02_T02_S09_027","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Advanced","MCQ","Which statement is sufficient to conclude that two triangles are similar?","All three corresponding sides are different with no common scale factor","Only one angle is known to be equal","Two pairs of corresponding angles are equal","The triangles have equal areas","C","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
"QB_A02_T02_S09_028","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Advanced","MCQ","Which statement is sufficient to conclude that two triangles are similar?","All three corresponding sides are different with no common scale factor","Only one angle is known to be equal","The triangles have equal areas","Two pairs of corresponding angles are equal","D","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
"QB_A02_T02_S09_029","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Advanced","MCQ","Which statement is sufficient to conclude that two triangles are similar?","Two pairs of corresponding angles are equal","All three corresponding sides are different with no common scale factor","Only one angle is known to be equal","The triangles have equal areas","A","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
"QB_A02_T02_S09_030","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S09","Similar triangles","2.2.9","Advanced","MCQ","Which statement is sufficient to conclude that two triangles are similar?","All three corresponding sides are different with no common scale factor","Two pairs of corresponding angles are equal","Only one angle is known to be equal","The triangles have equal areas","B","AA similarity is sufficient to conclude that two triangles are similar.","geometry;triangles;congruence;similar;similarity","approved_hierarchy_v1"
