"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A04_T01_S03_017","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{27}\).","\(3\sqrt{3}\)","\(\sqrt{27}\)","\(4\sqrt{3}\)","\(4\sqrt{3}\) ","A","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_018","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{45}\).","\(\sqrt{45}\)","\(3\sqrt{5}\)","\(5\sqrt{3}\)","\(4\sqrt{5}\)","B","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_019","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{8}\).","\(\sqrt{8}\)","\(3\sqrt{2}\)","\(2\sqrt{2}\)","\(3\sqrt{2}\) ","C","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_020","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{12}\).","\(\sqrt{12}\)","\(3\sqrt{2}\)","\(3\sqrt{3}\)","\(2\sqrt{3}\)","D","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_021","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{18}\).","\(3\sqrt{2}\)","\(\sqrt{18}\)","\(2\sqrt{3}\)","\(4\sqrt{2}\)","A","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_022","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{20}\).","\(\sqrt{20}\)","\(2\sqrt{5}\)","\(5\sqrt{2}\)","\(3\sqrt{5}\)","B","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_023","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{27}\).","\(\sqrt{27}\)","\(4\sqrt{3}\)","\(3\sqrt{3}\)","\(4\sqrt{3}\) ","C","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_024","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{45}\).","\(\sqrt{45}\)","\(5\sqrt{3}\)","\(4\sqrt{5}\)","\(3\sqrt{5}\)","D","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_025","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Advanced","MCQ","Simplify \(\sqrt{8}\).","\(2\sqrt{2}\)","\(\sqrt{8}\)","\(3\sqrt{2}\)","\(3\sqrt{2}\) ","A","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_026","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Advanced","MCQ","Simplify \(\sqrt{12}\).","\(\sqrt{12}\)","\(2\sqrt{3}\)","\(3\sqrt{2}\)","\(3\sqrt{3}\)","B","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_027","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Advanced","MCQ","Simplify \(\sqrt{18}\).","\(\sqrt{18}\)","\(2\sqrt{3}\)","\(3\sqrt{2}\)","\(4\sqrt{2}\)","C","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_028","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Advanced","MCQ","Simplify \(\sqrt{20}\).","\(\sqrt{20}\)","\(5\sqrt{2}\)","\(3\sqrt{5}\)","\(2\sqrt{5}\)","D","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_029","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Advanced","MCQ","Simplify \(\sqrt{27}\).","\(3\sqrt{3}\)","\(\sqrt{27}\)","\(4\sqrt{3}\)","\(4\sqrt{3}\) ","A","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_030","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Advanced","MCQ","Simplify \(\sqrt{45}\).","\(\sqrt{45}\)","\(3\sqrt{5}\)","\(5\sqrt{3}\)","\(4\sqrt{5}\)","B","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
