"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T02_S01_019","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(20\) and length \(5\). What is its volume?","\(25\)","\(50\)","\(100\)","\(105\)","C","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_020","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(21\) and length \(6\). What is its volume?","\(27\)","\(54\)","\(131\)","\(126\)","D","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_021","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(12\) and length \(7\). What is its volume?","\(84\)","\(19\)","\(38\)","\(89\)","A","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_022","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(13\) and length \(8\). What is its volume?","\(21\)","\(104\)","\(42\)","\(109\)","B","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_023","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(14\) and length \(9\). What is its volume?","\(23\)","\(46\)","\(126\)","\(131\)","C","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_024","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(15\) and length \(10\). What is its volume?","\(25\)","\(50\)","\(155\)","\(150\)","D","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_025","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Advanced","MCQ","A prism has cross-sectional area \(16\) and length \(5\). What is its volume?","\(80\)","\(21\)","\(42\)","\(85\)","A","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_026","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Advanced","MCQ","A prism has cross-sectional area \(17\) and length \(6\). What is its volume?","\(23\)","\(102\)","\(46\)","\(107\)","B","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_027","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Advanced","MCQ","A prism has cross-sectional area \(18\) and length \(7\). What is its volume?","\(25\)","\(50\)","\(126\)","\(131\)","C","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_028","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Advanced","MCQ","A prism has cross-sectional area \(19\) and length \(8\). What is its volume?","\(27\)","\(54\)","\(157\)","\(152\)","D","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_029","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Advanced","MCQ","A prism has cross-sectional area \(20\) and length \(9\). What is its volume?","\(180\)","\(29\)","\(58\)","\(185\)","A","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_030","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Advanced","MCQ","A prism has cross-sectional area \(21\) and length \(10\). What is its volume?","\(31\)","\(210\)","\(62\)","\(215\)","B","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
