"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T03_S01_011","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(3\) and \(4\). What is the hypotenuse?","\(7\)","\(4\)","\(5\)","\(6\)","C","Using Pythagoras gives \(\sqrt{3^2+4^2}=5\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_012","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(5\) and \(12\). What is the hypotenuse?","\(17\)","\(12\)","\(14\)","\(13\)","D","Using Pythagoras gives \(\sqrt{5^2+12^2}=13\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_013","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(8\) and \(15\). What is the hypotenuse?","\(17\)","\(23\)","\(16\)","\(18\)","A","Using Pythagoras gives \(\sqrt{8^2+15^2}=17\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_014","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(7\) and \(24\). What is the hypotenuse?","\(31\)","\(25\)","\(24\)","\(26\)","B","Using Pythagoras gives \(\sqrt{7^2+24^2}=25\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_015","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(9\) and \(40\). What is the hypotenuse?","\(49\)","\(40\)","\(41\)","\(42\)","C","Using Pythagoras gives \(\sqrt{9^2+40^2}=41\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_016","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(3\) and \(4\). What is the hypotenuse?","\(7\)","\(4\)","\(6\)","\(5\)","D","Using Pythagoras gives \(\sqrt{3^2+4^2}=5\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_017","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(5\) and \(12\). What is the hypotenuse?","\(13\)","\(17\)","\(12\)","\(14\)","A","Using Pythagoras gives \(\sqrt{5^2+12^2}=13\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_018","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(8\) and \(15\). What is the hypotenuse?","\(23\)","\(17\)","\(16\)","\(18\)","B","Using Pythagoras gives \(\sqrt{8^2+15^2}=17\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_019","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(7\) and \(24\). What is the hypotenuse?","\(31\)","\(24\)","\(25\)","\(26\)","C","Using Pythagoras gives \(\sqrt{7^2+24^2}=25\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_020","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(9\) and \(40\). What is the hypotenuse?","\(49\)","\(40\)","\(42\)","\(41\)","D","Using Pythagoras gives \(\sqrt{9^2+40^2}=41\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_021","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(3\) and \(4\). What is the hypotenuse?","\(5\)","\(7\)","\(4\)","\(6\)","A","Using Pythagoras gives \(\sqrt{3^2+4^2}=5\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_022","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(5\) and \(12\). What is the hypotenuse?","\(17\)","\(13\)","\(12\)","\(14\)","B","Using Pythagoras gives \(\sqrt{5^2+12^2}=13\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_023","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(8\) and \(15\). What is the hypotenuse?","\(23\)","\(16\)","\(17\)","\(18\)","C","Using Pythagoras gives \(\sqrt{8^2+15^2}=17\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_024","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Hard","MCQ","A right-angled triangle has legs \(7\) and \(24\). What is the hypotenuse?","\(31\)","\(24\)","\(26\)","\(25\)","D","Using Pythagoras gives \(\sqrt{7^2+24^2}=25\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_025","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Advanced","MCQ","A right-angled triangle has legs \(9\) and \(40\). What is the hypotenuse?","\(41\)","\(49\)","\(40\)","\(42\)","A","Using Pythagoras gives \(\sqrt{9^2+40^2}=41\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_026","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Advanced","MCQ","A right-angled triangle has legs \(3\) and \(4\). What is the hypotenuse?","\(7\)","\(5\)","\(4\)","\(6\)","B","Using Pythagoras gives \(\sqrt{3^2+4^2}=5\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_027","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Advanced","MCQ","A right-angled triangle has legs \(5\) and \(12\). What is the hypotenuse?","\(17\)","\(12\)","\(13\)","\(14\)","C","Using Pythagoras gives \(\sqrt{5^2+12^2}=13\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_028","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Advanced","MCQ","A right-angled triangle has legs \(8\) and \(15\). What is the hypotenuse?","\(23\)","\(16\)","\(18\)","\(17\)","D","Using Pythagoras gives \(\sqrt{8^2+15^2}=17\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_029","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Advanced","MCQ","A right-angled triangle has legs \(7\) and \(24\). What is the hypotenuse?","\(25\)","\(31\)","\(24\)","\(26\)","A","Using Pythagoras gives \(\sqrt{7^2+24^2}=25\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
"QB_A02_T03_S01_030","A02","Geometry","A02_T03","Pythagoras","A02_T03_S01","Find the hypotenuse","2.3.1","Advanced","MCQ","A right-angled triangle has legs \(9\) and \(40\). What is the hypotenuse?","\(49\)","\(41\)","\(40\)","\(42\)","B","Using Pythagoras gives \(\sqrt{9^2+40^2}=41\).","geometry;pythagoras;find;hypotenuse","approved_hierarchy_v1"
