"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A04_T01_S10_018","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S10","Rationalising binomial denominators","4.1.10","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}+1}\).","\(\sqrt{3}-1\)","\(\frac{\sqrt{3}-1}{2}\)","\(\frac{\sqrt{3}+1}{2}\)","\(\frac{1}{2}\)","B","Multiply by the conjugate \(\sqrt{3}-1\) and simplify.","numbers;surds;rationalising;binomial;denominators;rationalise;conjugate","approved_hierarchy_v1"
"QB_A04_T01_S10_019","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S10","Rationalising binomial denominators","4.1.10","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}+1}\).","\(\sqrt{3}-1\)","\(\frac{\sqrt{3}+1}{2}\)","\(\frac{\sqrt{3}-1}{2}\)","\(\frac{1}{2}\)","C","Multiply by the conjugate \(\sqrt{3}-1\) and simplify.","numbers;surds;rationalising;binomial;denominators;rationalise;conjugate","approved_hierarchy_v1"
"QB_A04_T01_S10_020","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S10","Rationalising binomial denominators","4.1.10","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}+1}\).","\(\sqrt{3}-1\)","\(\frac{\sqrt{3}+1}{2}\)","\(\frac{1}{2}\)","\(\frac{\sqrt{3}-1}{2}\)","D","Multiply by the conjugate \(\sqrt{3}-1\) and simplify.","numbers;surds;rationalising;binomial;denominators;rationalise;conjugate","approved_hierarchy_v1"
"QB_A04_T01_S10_021","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S10","Rationalising binomial denominators","4.1.10","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}+1}\).","\(\frac{\sqrt{3}-1}{2}\)","\(\sqrt{3}-1\)","\(\frac{\sqrt{3}+1}{2}\)","\(\frac{1}{2}\)","A","Multiply by the conjugate \(\sqrt{3}-1\) and simplify.","numbers;surds;rationalising;binomial;denominators;rationalise;conjugate","approved_hierarchy_v1"
"QB_A04_T01_S10_022","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S10","Rationalising binomial denominators","4.1.10","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}+1}\).","\(\sqrt{3}-1\)","\(\frac{\sqrt{3}-1}{2}\)","\(\frac{\sqrt{3}+1}{2}\)","\(\frac{1}{2}\)","B","Multiply by the conjugate \(\sqrt{3}-1\) and simplify.","numbers;surds;rationalising;binomial;denominators;rationalise;conjugate","approved_hierarchy_v1"
"QB_A04_T01_S10_023","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S10","Rationalising binomial denominators","4.1.10","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}+1}\).","\(\sqrt{3}-1\)","\(\frac{\sqrt{3}+1}{2}\)","\(\frac{\sqrt{3}-1}{2}\)","\(\frac{1}{2}\)","C","Multiply by the conjugate \(\sqrt{3}-1\) and simplify.","numbers;surds;rationalising;binomial;denominators;rationalise;conjugate","approved_hierarchy_v1"
"QB_A04_T01_S10_024","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S10","Rationalising binomial denominators","4.1.10","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}+1}\).","\(\sqrt{3}-1\)","\(\frac{\sqrt{3}+1}{2}\)","\(\frac{1}{2}\)","\(\frac{\sqrt{3}-1}{2}\)","D","Multiply by the conjugate \(\sqrt{3}-1\) and simplify.","numbers;surds;rationalising;binomial;denominators;rationalise;conjugate","approved_hierarchy_v1"
"QB_A04_T01_S10_025","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S10","Rationalising binomial denominators","4.1.10","Advanced","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}+1}\).","\(\frac{\sqrt{3}-1}{2}\)","\(\sqrt{3}-1\)","\(\frac{\sqrt{3}+1}{2}\)","\(\frac{1}{2}\)","A","Multiply by the conjugate \(\sqrt{3}-1\) and simplify.","numbers;surds;rationalising;binomial;denominators;rationalise;conjugate","approved_hierarchy_v1"
"QB_A04_T01_S10_026","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S10","Rationalising binomial denominators","4.1.10","Advanced","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}+1}\).","\(\sqrt{3}-1\)","\(\frac{\sqrt{3}-1}{2}\)","\(\frac{\sqrt{3}+1}{2}\)","\(\frac{1}{2}\)","B","Multiply by the conjugate \(\sqrt{3}-1\) and simplify.","numbers;surds;rationalising;binomial;denominators;rationalise;conjugate","approved_hierarchy_v1"
"QB_A04_T01_S10_027","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S10","Rationalising binomial denominators","4.1.10","Advanced","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}+1}\).","\(\sqrt{3}-1\)","\(\frac{\sqrt{3}+1}{2}\)","\(\frac{\sqrt{3}-1}{2}\)","\(\frac{1}{2}\)","C","Multiply by the conjugate \(\sqrt{3}-1\) and simplify.","numbers;surds;rationalising;binomial;denominators;rationalise;conjugate","approved_hierarchy_v1"
"QB_A04_T01_S10_028","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S10","Rationalising binomial denominators","4.1.10","Advanced","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}+1}\).","\(\sqrt{3}-1\)","\(\frac{\sqrt{3}+1}{2}\)","\(\frac{1}{2}\)","\(\frac{\sqrt{3}-1}{2}\)","D","Multiply by the conjugate \(\sqrt{3}-1\) and simplify.","numbers;surds;rationalising;binomial;denominators;rationalise;conjugate","approved_hierarchy_v1"
"QB_A04_T01_S10_029","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S10","Rationalising binomial denominators","4.1.10","Advanced","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}+1}\).","\(\frac{\sqrt{3}-1}{2}\)","\(\sqrt{3}-1\)","\(\frac{\sqrt{3}+1}{2}\)","\(\frac{1}{2}\)","A","Multiply by the conjugate \(\sqrt{3}-1\) and simplify.","numbers;surds;rationalising;binomial;denominators;rationalise;conjugate","approved_hierarchy_v1"
"QB_A04_T01_S10_030","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S10","Rationalising binomial denominators","4.1.10","Advanced","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}+1}\).","\(\sqrt{3}-1\)","\(\frac{\sqrt{3}-1}{2}\)","\(\frac{\sqrt{3}+1}{2}\)","\(\frac{1}{2}\)","B","Multiply by the conjugate \(\sqrt{3}-1\) and simplify.","numbers;surds;rationalising;binomial;denominators;rationalise;conjugate","approved_hierarchy_v1"
