"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T01_S02_011","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(58^\circ\). What is the size of the angle?","\(68^\circ\)","\(48^\circ\)","\(58^\circ\)","\(122^\circ\)","C","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_012","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(62^\circ\). What is the size of the angle?","\(72^\circ\)","\(52^\circ\)","\(118^\circ\)","\(62^\circ\)","D","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_013","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(66^\circ\). What is the size of the angle?","\(66^\circ\)","\(76^\circ\)","\(56^\circ\)","\(114^\circ\)","A","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_014","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(70^\circ\). What is the size of the angle?","\(80^\circ\)","\(70^\circ\)","\(60^\circ\)","\(110^\circ\)","B","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_015","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(74^\circ\). What is the size of the angle?","\(84^\circ\)","\(64^\circ\)","\(74^\circ\)","\(106^\circ\)","C","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_016","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(18^\circ\). What is the size of the angle?","\(28^\circ\)","\(8^\circ\)","\(162^\circ\)","\(18^\circ\)","D","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_017","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(22^\circ\). What is the size of the angle?","\(22^\circ\)","\(32^\circ\)","\(12^\circ\)","\(158^\circ\)","A","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_018","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(26^\circ\). What is the size of the angle?","\(36^\circ\)","\(26^\circ\)","\(16^\circ\)","\(154^\circ\)","B","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_019","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(30^\circ\). What is the size of the angle?","\(40^\circ\)","\(20^\circ\)","\(30^\circ\)","\(150^\circ\)","C","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_020","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(34^\circ\). What is the size of the angle?","\(44^\circ\)","\(24^\circ\)","\(146^\circ\)","\(34^\circ\)","D","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_021","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(38^\circ\). What is the size of the angle?","\(38^\circ\)","\(48^\circ\)","\(28^\circ\)","\(142^\circ\)","A","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_022","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(42^\circ\). What is the size of the angle?","\(52^\circ\)","\(42^\circ\)","\(32^\circ\)","\(138^\circ\)","B","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_023","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(46^\circ\). What is the size of the angle?","\(56^\circ\)","\(36^\circ\)","\(46^\circ\)","\(134^\circ\)","C","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_024","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Hard","MCQ","A ray is measured from the baseline of a protractor to the mark at \(50^\circ\). What is the size of the angle?","\(60^\circ\)","\(40^\circ\)","\(130^\circ\)","\(50^\circ\)","D","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_025","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Advanced","MCQ","A ray is measured from the baseline of a protractor to the mark at \(54^\circ\). What is the size of the angle?","\(54^\circ\)","\(64^\circ\)","\(44^\circ\)","\(126^\circ\)","A","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_026","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Advanced","MCQ","A ray is measured from the baseline of a protractor to the mark at \(58^\circ\). What is the size of the angle?","\(68^\circ\)","\(58^\circ\)","\(48^\circ\)","\(122^\circ\)","B","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_027","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Advanced","MCQ","A ray is measured from the baseline of a protractor to the mark at \(62^\circ\). What is the size of the angle?","\(72^\circ\)","\(52^\circ\)","\(62^\circ\)","\(118^\circ\)","C","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_028","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Advanced","MCQ","A ray is measured from the baseline of a protractor to the mark at \(66^\circ\). What is the size of the angle?","\(76^\circ\)","\(56^\circ\)","\(114^\circ\)","\(66^\circ\)","D","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_029","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Advanced","MCQ","A ray is measured from the baseline of a protractor to the mark at \(70^\circ\). What is the size of the angle?","\(70^\circ\)","\(80^\circ\)","\(60^\circ\)","\(110^\circ\)","A","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_030","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Advanced","MCQ","A ray is measured from the baseline of a protractor to the mark at \(74^\circ\). What is the size of the angle?","\(84^\circ\)","\(74^\circ\)","\(64^\circ\)","\(106^\circ\)","B","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
