"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A04_T01_S09_018","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}}\).","\(\frac{1}{3}\)","\(\frac{\sqrt{3}}{3}\)","\(\sqrt{3}\)","\(\frac{3}{\sqrt{3}}\)","B","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_019","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{5}}\).","\(\frac{1}{5}\)","\(\sqrt{5}\)","\(\frac{\sqrt{5}}{5}\)","\(\frac{5}{\sqrt{5}}\)","C","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_020","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{7}}\).","\(\frac{1}{7}\)","\(\sqrt{7}\)","\(\frac{7}{\sqrt{7}}\)","\(\frac{\sqrt{7}}{7}\)","D","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_021","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{2}}\).","\(\frac{\sqrt{2}}{2}\)","\(\frac{1}{2}\)","\(\sqrt{2}\)","\(\frac{2}{\sqrt{2}}\)","A","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_022","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}}\).","\(\frac{1}{3}\)","\(\frac{\sqrt{3}}{3}\)","\(\sqrt{3}\)","\(\frac{3}{\sqrt{3}}\)","B","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_023","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{5}}\).","\(\frac{1}{5}\)","\(\sqrt{5}\)","\(\frac{\sqrt{5}}{5}\)","\(\frac{5}{\sqrt{5}}\)","C","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_024","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{7}}\).","\(\frac{1}{7}\)","\(\sqrt{7}\)","\(\frac{7}{\sqrt{7}}\)","\(\frac{\sqrt{7}}{7}\)","D","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_025","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Advanced","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{2}}\).","\(\frac{\sqrt{2}}{2}\)","\(\frac{1}{2}\)","\(\sqrt{2}\)","\(\frac{2}{\sqrt{2}}\)","A","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_026","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Advanced","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}}\).","\(\frac{1}{3}\)","\(\frac{\sqrt{3}}{3}\)","\(\sqrt{3}\)","\(\frac{3}{\sqrt{3}}\)","B","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_027","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Advanced","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{5}}\).","\(\frac{1}{5}\)","\(\sqrt{5}\)","\(\frac{\sqrt{5}}{5}\)","\(\frac{5}{\sqrt{5}}\)","C","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_028","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Advanced","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{7}}\).","\(\frac{1}{7}\)","\(\sqrt{7}\)","\(\frac{7}{\sqrt{7}}\)","\(\frac{\sqrt{7}}{7}\)","D","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_029","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Advanced","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{2}}\).","\(\frac{\sqrt{2}}{2}\)","\(\frac{1}{2}\)","\(\sqrt{2}\)","\(\frac{2}{\sqrt{2}}\)","A","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_030","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Advanced","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}}\).","\(\frac{1}{3}\)","\(\frac{\sqrt{3}}{3}\)","\(\sqrt{3}\)","\(\frac{3}{\sqrt{3}}\)","B","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
