"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T03_S02_012","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Hard","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","Only one diagonal length","Only the area of one rectangular face","The total area of the two end faces and the lateral faces","D","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_013","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Hard","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","The total area of the two end faces and the lateral faces","Only the volume of the prism","Only one diagonal length","Only the area of one rectangular face","A","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_014","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Hard","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","The total area of the two end faces and the lateral faces","Only one diagonal length","Only the area of one rectangular face","B","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_015","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Hard","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","Only one diagonal length","The total area of the two end faces and the lateral faces","Only the area of one rectangular face","C","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_016","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Hard","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","Only one diagonal length","Only the area of one rectangular face","The total area of the two end faces and the lateral faces","D","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_017","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Hard","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","The total area of the two end faces and the lateral faces","Only the volume of the prism","Only one diagonal length","Only the area of one rectangular face","A","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_018","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Hard","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","The total area of the two end faces and the lateral faces","Only one diagonal length","Only the area of one rectangular face","B","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_019","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Hard","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","Only one diagonal length","The total area of the two end faces and the lateral faces","Only the area of one rectangular face","C","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_020","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Hard","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","Only one diagonal length","Only the area of one rectangular face","The total area of the two end faces and the lateral faces","D","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_021","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Hard","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","The total area of the two end faces and the lateral faces","Only the volume of the prism","Only one diagonal length","Only the area of one rectangular face","A","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_022","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Hard","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","The total area of the two end faces and the lateral faces","Only one diagonal length","Only the area of one rectangular face","B","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_023","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Hard","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","Only one diagonal length","The total area of the two end faces and the lateral faces","Only the area of one rectangular face","C","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_024","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Hard","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","Only one diagonal length","Only the area of one rectangular face","The total area of the two end faces and the lateral faces","D","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_025","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Advanced","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","The total area of the two end faces and the lateral faces","Only the volume of the prism","Only one diagonal length","Only the area of one rectangular face","A","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_026","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Advanced","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","The total area of the two end faces and the lateral faces","Only one diagonal length","Only the area of one rectangular face","B","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_027","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Advanced","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","Only one diagonal length","The total area of the two end faces and the lateral faces","Only the area of one rectangular face","C","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_028","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Advanced","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","Only one diagonal length","Only the area of one rectangular face","The total area of the two end faces and the lateral faces","D","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_029","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Advanced","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","The total area of the two end faces and the lateral faces","Only the volume of the prism","Only one diagonal length","Only the area of one rectangular face","A","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
"QB_A05_T03_S02_030","A05","Measurement","A05_T03","Surface Area","A05_T03_S02","Surface area of a triangular/trapezoidal prism","5.3.2","Advanced","MCQ","Which quantity is needed, in addition to the prism length, to find the surface area of a prism?","Only the volume of the prism","The total area of the two end faces and the lateral faces","Only one diagonal length","Only the area of one rectangular face","B","Surface area requires the total area of every outside face.","measurement;surface;area;triangular;trapezoidal;prism;surface-area","approved_hierarchy_v1"
