"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T04_S09_011","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(2\) passing through \((5,5)\)?","\(y=2x+5\)","\(x-5=2(y-5)\)","\(y-5=2(x-5)\)","\(y+5=2(x+5)\)","C","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_012","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(3\) passing through \((6,6)\)?","\(y=3x+6\)","\(x-6=3(y-6)\)","\(y+6=3(x+6)\)","\(y-6=3(x-6)\)","D","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_013","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(4\) passing through \((1,7)\)?","\(y-7=4(x-1)\)","\(y=4x+7\)","\(x-1=4(y-7)\)","\(y+7=4(x+1)\)","A","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_014","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(5\) passing through \((2,8)\)?","\(y=5x+8\)","\(y-8=5(x-2)\)","\(x-2=5(y-8)\)","\(y+8=5(x+2)\)","B","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_015","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(6\) passing through \((3,2)\)?","\(y=6x+2\)","\(x-3=6(y-2)\)","\(y-2=6(x-3)\)","\(y+2=6(x+3)\)","C","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_016","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(2\) passing through \((4,3)\)?","\(y=2x+3\)","\(x-4=2(y-3)\)","\(y+3=2(x+4)\)","\(y-3=2(x-4)\)","D","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_017","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(3\) passing through \((5,4)\)?","\(y-4=3(x-5)\)","\(y=3x+4\)","\(x-5=3(y-4)\)","\(y+4=3(x+5)\)","A","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_018","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(4\) passing through \((6,5)\)?","\(y=4x+5\)","\(y-5=4(x-6)\)","\(x-6=4(y-5)\)","\(y+5=4(x+6)\)","B","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_019","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(5\) passing through \((1,6)\)?","\(y=5x+6\)","\(x-1=5(y-6)\)","\(y-6=5(x-1)\)","\(y+6=5(x+1)\)","C","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_020","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(6\) passing through \((2,7)\)?","\(y=6x+7\)","\(x-2=6(y-7)\)","\(y+7=6(x+2)\)","\(y-7=6(x-2)\)","D","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_021","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(2\) passing through \((3,8)\)?","\(y-8=2(x-3)\)","\(y=2x+8\)","\(x-3=2(y-8)\)","\(y+8=2(x+3)\)","A","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_022","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(3\) passing through \((4,2)\)?","\(y=3x+2\)","\(y-2=3(x-4)\)","\(x-4=3(y-2)\)","\(y+2=3(x+4)\)","B","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_023","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(4\) passing through \((5,3)\)?","\(y=4x+3\)","\(x-5=4(y-3)\)","\(y-3=4(x-5)\)","\(y+3=4(x+5)\)","C","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_024","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Hard","MCQ","Which equation is in point-slope form for a line with gradient \(5\) passing through \((6,4)\)?","\(y=5x+4\)","\(x-6=5(y-4)\)","\(y+4=5(x+6)\)","\(y-4=5(x-6)\)","D","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_025","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Advanced","MCQ","Which equation is in point-slope form for a line with gradient \(6\) passing through \((1,5)\)?","\(y-5=6(x-1)\)","\(y=6x+5\)","\(x-1=6(y-5)\)","\(y+5=6(x+1)\)","A","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_026","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Advanced","MCQ","Which equation is in point-slope form for a line with gradient \(2\) passing through \((2,6)\)?","\(y=2x+6\)","\(y-6=2(x-2)\)","\(x-2=2(y-6)\)","\(y+6=2(x+2)\)","B","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_027","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Advanced","MCQ","Which equation is in point-slope form for a line with gradient \(3\) passing through \((3,7)\)?","\(y=3x+7\)","\(x-3=3(y-7)\)","\(y-7=3(x-3)\)","\(y+7=3(x+3)\)","C","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_028","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Advanced","MCQ","Which equation is in point-slope form for a line with gradient \(4\) passing through \((4,8)\)?","\(y=4x+8\)","\(x-4=4(y-8)\)","\(y+8=4(x+4)\)","\(y-8=4(x-4)\)","D","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_029","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Advanced","MCQ","Which equation is in point-slope form for a line with gradient \(5\) passing through \((5,2)\)?","\(y-2=5(x-5)\)","\(y=5x+2\)","\(x-5=5(y-2)\)","\(y+2=5(x+5)\)","A","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_030","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Advanced","MCQ","Which equation is in point-slope form for a line with gradient \(6\) passing through \((6,3)\)?","\(y=6x+3\)","\(y-3=6(x-6)\)","\(x-6=6(y-3)\)","\(y+3=6(x+6)\)","B","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
