"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T04_S03_017","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Hard","MCQ","A line rises by \(3\) units when it runs \(3\) units to the right. What is its gradient?","\(\frac{3}{3}\)","\(\frac{3}{3}\) ","\(6\)","\(0\)","A","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
"QB_A02_T04_S03_018","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Hard","MCQ","A line rises by \(4\) units when it runs \(4\) units to the right. What is its gradient?","\(\frac{4}{4}\) ","\(\frac{4}{4}\)","\(8\)","\(0\)","B","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
"QB_A02_T04_S03_019","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Hard","MCQ","A line rises by \(5\) units when it runs \(5\) units to the right. What is its gradient?","\(\frac{5}{5}\) ","\(10\)","\(\frac{5}{5}\)","\(0\)","C","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
"QB_A02_T04_S03_020","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Hard","MCQ","A line rises by \(6\) units when it runs \(6\) units to the right. What is its gradient?","\(\frac{6}{6}\) ","\(12\)","\(0\)","\(\frac{6}{6}\)","D","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
"QB_A02_T04_S03_021","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Hard","MCQ","A line rises by \(3\) units when it runs \(2\) units to the right. What is its gradient?","\(\frac{3}{2}\)","\(\frac{2}{3}\)","\(5\)","\(1\)","A","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
"QB_A02_T04_S03_022","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Hard","MCQ","A line rises by \(4\) units when it runs \(3\) units to the right. What is its gradient?","\(\frac{3}{4}\)","\(\frac{4}{3}\)","\(7\)","\(1\)","B","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
"QB_A02_T04_S03_023","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Hard","MCQ","A line rises by \(5\) units when it runs \(4\) units to the right. What is its gradient?","\(\frac{4}{5}\)","\(9\)","\(\frac{5}{4}\)","\(1\)","C","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
"QB_A02_T04_S03_024","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Hard","MCQ","A line rises by \(6\) units when it runs \(5\) units to the right. What is its gradient?","\(\frac{5}{6}\)","\(11\)","\(1\)","\(\frac{6}{5}\)","D","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
"QB_A02_T04_S03_025","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Advanced","MCQ","A line rises by \(3\) units when it runs \(6\) units to the right. What is its gradient?","\(\frac{3}{6}\)","\(\frac{6}{3}\)","\(9\)","\(-3\)","A","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
"QB_A02_T04_S03_026","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Advanced","MCQ","A line rises by \(4\) units when it runs \(2\) units to the right. What is its gradient?","\(\frac{2}{4}\)","\(\frac{4}{2}\)","\(6\)","\(2\)","B","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
"QB_A02_T04_S03_027","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Advanced","MCQ","A line rises by \(5\) units when it runs \(3\) units to the right. What is its gradient?","\(\frac{3}{5}\)","\(8\)","\(\frac{5}{3}\)","\(2\)","C","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
"QB_A02_T04_S03_028","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Advanced","MCQ","A line rises by \(6\) units when it runs \(4\) units to the right. What is its gradient?","\(\frac{4}{6}\)","\(10\)","\(2\)","\(\frac{6}{4}\)","D","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
"QB_A02_T04_S03_029","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Advanced","MCQ","A line rises by \(3\) units when it runs \(5\) units to the right. What is its gradient?","\(\frac{3}{5}\)","\(\frac{5}{3}\)","\(8\)","\(-2\)","A","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
"QB_A02_T04_S03_030","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S03","Gradient","2.4.3","Advanced","MCQ","A line rises by \(4\) units when it runs \(6\) units to the right. What is its gradient?","\(\frac{6}{4}\)","\(\frac{4}{6}\)","\(10\)","\(-2\)","B","Gradient is rise over run.","geometry;coordinate;gradient","approved_hierarchy_v1"
