"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T04_S08_019","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S08","Slope intercept form of a line","2.4.8","Hard","MCQ","In the equation \(y=5x-4\), what is the gradient?","\(-4\)","\(1\)","\(5\)","\(-5\)","C","In \(y=mx+c\), the coefficient of \(x\) is the gradient.","geometry;coordinate;slope;intercept;form;line;slope-intercept","approved_hierarchy_v1"
"QB_A02_T04_S08_020","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S08","Slope intercept form of a line","2.4.8","Hard","MCQ","In the equation \(y=6x-3\), what is the gradient?","\(-3\)","\(3\)","\(-6\)","\(6\)","D","In \(y=mx+c\), the coefficient of \(x\) is the gradient.","geometry;coordinate;slope;intercept;form;line;slope-intercept","approved_hierarchy_v1"
"QB_A02_T04_S08_021","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S08","Slope intercept form of a line","2.4.8","Hard","MCQ","In the equation \(y=3x-2\), what is the gradient?","\(3\)","\(-2\)","\(1\)","\(-3\)","A","In \(y=mx+c\), the coefficient of \(x\) is the gradient.","geometry;coordinate;slope;intercept;form;line;slope-intercept","approved_hierarchy_v1"
"QB_A02_T04_S08_022","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S08","Slope intercept form of a line","2.4.8","Hard","MCQ","In the equation \(y=4x-1\), what is the gradient?","\(-1\)","\(4\)","\(3\)","\(-4\)","B","In \(y=mx+c\), the coefficient of \(x\) is the gradient.","geometry;coordinate;slope;intercept;form;line;slope-intercept","approved_hierarchy_v1"
"QB_A02_T04_S08_023","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S08","Slope intercept form of a line","2.4.8","Hard","MCQ","In the equation \(y=5x+0\), what is the gradient?","\(0\)","\(5\) ","\(5\)","\(-5\)","C","In \(y=mx+c\), the coefficient of \(x\) is the gradient.","geometry;coordinate;slope;intercept;form;line;slope-intercept","approved_hierarchy_v1"
"QB_A02_T04_S08_024","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S08","Slope intercept form of a line","2.4.8","Hard","MCQ","In the equation \(y=6x+1\), what is the gradient?","\(1\)","\(7\)","\(-6\)","\(6\)","D","In \(y=mx+c\), the coefficient of \(x\) is the gradient.","geometry;coordinate;slope;intercept;form;line;slope-intercept","approved_hierarchy_v1"
"QB_A02_T04_S08_025","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S08","Slope intercept form of a line","2.4.8","Advanced","MCQ","In the equation \(y=3x+2\), what is the gradient?","\(3\)","\(2\)","\(5\)","\(-3\)","A","In \(y=mx+c\), the coefficient of \(x\) is the gradient.","geometry;coordinate;slope;intercept;form;line;slope-intercept","approved_hierarchy_v1"
"QB_A02_T04_S08_026","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S08","Slope intercept form of a line","2.4.8","Advanced","MCQ","In the equation \(y=4x+3\), what is the gradient?","\(3\)","\(4\)","\(7\)","\(-4\)","B","In \(y=mx+c\), the coefficient of \(x\) is the gradient.","geometry;coordinate;slope;intercept;form;line;slope-intercept","approved_hierarchy_v1"
"QB_A02_T04_S08_027","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S08","Slope intercept form of a line","2.4.8","Advanced","MCQ","In the equation \(y=5x+4\), what is the gradient?","\(4\)","\(9\)","\(5\)","\(-5\)","C","In \(y=mx+c\), the coefficient of \(x\) is the gradient.","geometry;coordinate;slope;intercept;form;line;slope-intercept","approved_hierarchy_v1"
"QB_A02_T04_S08_028","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S08","Slope intercept form of a line","2.4.8","Advanced","MCQ","In the equation \(y=6x-4\), what is the gradient?","\(-4\)","\(2\)","\(-6\)","\(6\)","D","In \(y=mx+c\), the coefficient of \(x\) is the gradient.","geometry;coordinate;slope;intercept;form;line;slope-intercept","approved_hierarchy_v1"
"QB_A02_T04_S08_029","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S08","Slope intercept form of a line","2.4.8","Advanced","MCQ","In the equation \(y=3x-3\), what is the gradient?","\(3\)","\(-3\)","\(0\)","\(-3\) ","A","In \(y=mx+c\), the coefficient of \(x\) is the gradient.","geometry;coordinate;slope;intercept;form;line;slope-intercept","approved_hierarchy_v1"
"QB_A02_T04_S08_030","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S08","Slope intercept form of a line","2.4.8","Advanced","MCQ","In the equation \(y=4x-2\), what is the gradient?","\(-2\)","\(4\)","\(2\)","\(-4\)","B","In \(y=mx+c\), the coefficient of \(x\) is the gradient.","geometry;coordinate;slope;intercept;form;line;slope-intercept","approved_hierarchy_v1"
