"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T01_S01_011","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a rectangle with length \(8\) and width \(8\)?","\(16\)","\(32\)","\(64\)","\(72\)","C","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_012","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a parallelogram with base \(9\) and perpendicular height \(9\)?","\(18\)","\(36\)","\(90\)","\(81\)","D","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_013","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a rectangle with length \(10\) and width \(4\)?","\(40\)","\(14\)","\(28\)","\(50\)","A","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_014","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a parallelogram with base \(11\) and perpendicular height \(5\)?","\(16\)","\(55\)","\(32\)","\(66\)","B","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_015","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a rectangle with length \(12\) and width \(6\)?","\(18\)","\(36\)","\(72\)","\(84\)","C","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_016","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a parallelogram with base \(13\) and perpendicular height \(7\)?","\(20\)","\(40\)","\(104\)","\(91\)","D","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_017","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a rectangle with length \(6\) and width \(8\)?","\(48\)","\(14\)","\(28\)","\(54\)","A","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_018","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a parallelogram with base \(7\) and perpendicular height \(9\)?","\(16\)","\(63\)","\(32\)","\(70\)","B","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_019","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a rectangle with length \(8\) and width \(4\)?","\(12\)","\(24\)","\(32\)","\(40\)","C","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_020","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a parallelogram with base \(9\) and perpendicular height \(5\)?","\(14\)","\(28\)","\(54\)","\(45\)","D","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_021","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a rectangle with length \(10\) and width \(6\)?","\(60\)","\(16\)","\(32\)","\(70\)","A","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_022","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a parallelogram with base \(11\) and perpendicular height \(7\)?","\(18\)","\(77\)","\(36\)","\(88\)","B","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_023","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a rectangle with length \(12\) and width \(8\)?","\(20\)","\(40\)","\(96\)","\(108\)","C","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_024","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Hard","MCQ","What is the area of a parallelogram with base \(13\) and perpendicular height \(9\)?","\(22\)","\(44\)","\(130\)","\(117\)","D","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_025","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Advanced","MCQ","What is the area of a rectangle with length \(6\) and width \(4\)?","\(24\)","\(10\)","\(20\)","\(30\)","A","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_026","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Advanced","MCQ","What is the area of a parallelogram with base \(7\) and perpendicular height \(5\)?","\(12\)","\(35\)","\(24\)","\(42\)","B","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_027","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Advanced","MCQ","What is the area of a rectangle with length \(8\) and width \(6\)?","\(14\)","\(28\)","\(48\)","\(56\)","C","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_028","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Advanced","MCQ","What is the area of a parallelogram with base \(9\) and perpendicular height \(7\)?","\(16\)","\(32\)","\(72\)","\(63\)","D","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_029","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Advanced","MCQ","What is the area of a rectangle with length \(10\) and width \(8\)?","\(80\)","\(18\)","\(36\)","\(90\)","A","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_030","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Advanced","MCQ","What is the area of a parallelogram with base \(11\) and perpendicular height \(9\)?","\(20\)","\(99\)","\(40\)","\(110\)","B","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
