"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A03_T01_S04_011","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 2 = 2x - 5\).","\(2\)","\(5\)","\(7\)","\(8\)","C","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_012","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 3 = 2x - 6\).","\(3\)","\(6\)","\(10\)","\(9\)","D","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_013","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 4 = 2x - 3\).","\(7\)","\(4\)","\(3\)","\(8\)","A","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_014","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 5 = 2x - 4\).","\(5\)","\(9\)","\(4\)","\(10\)","B","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_015","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 6 = 2x - 5\).","\(6\)","\(5\)","\(11\)","\(12\)","C","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_016","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 2 = 2x - 6\).","\(2\)","\(6\)","\(9\)","\(8\)","D","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_017","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 3 = 2x - 3\).","\(6\)","\(3\)","\(3\) ","\(7\)","A","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_018","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 4 = 2x - 4\).","\(4\)","\(8\)","\(4\) ","\(9\)","B","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_019","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 5 = 2x - 5\).","\(5\)","\(5\) ","\(10\)","\(11\)","C","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_020","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 6 = 2x - 6\).","\(6\)","\(6\) ","\(13\)","\(12\)","D","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_021","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 2 = 2x - 3\).","\(5\)","\(2\)","\(3\)","\(6\)","A","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_022","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 3 = 2x - 4\).","\(3\)","\(7\)","\(4\)","\(8\)","B","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_023","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 4 = 2x - 5\).","\(4\)","\(5\)","\(9\)","\(10\)","C","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_024","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Hard","MCQ","Solve \(x + 5 = 2x - 6\).","\(5\)","\(6\)","\(12\)","\(11\)","D","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_025","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Advanced","MCQ","Solve \(x + 6 = 2x - 3\).","\(9\)","\(6\)","\(3\)","\(10\)","A","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_026","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Advanced","MCQ","Solve \(x + 2 = 2x - 4\).","\(2\)","\(6\)","\(4\)","\(7\)","B","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_027","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Advanced","MCQ","Solve \(x + 3 = 2x - 5\).","\(3\)","\(5\)","\(8\)","\(9\)","C","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_028","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Advanced","MCQ","Solve \(x + 4 = 2x - 6\).","\(4\)","\(6\)","\(11\)","\(10\)","D","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_029","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Advanced","MCQ","Solve \(x + 5 = 2x - 3\).","\(8\)","\(5\)","\(3\)","\(9\)","A","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
"QB_A03_T01_S04_030","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S04","Solving equations containing binomial expressions","3.1.4","Advanced","MCQ","Solve \(x + 6 = 2x - 4\).","\(6\)","\(10\)","\(4\)","\(11\)","B","Collect the variable terms on one side and the constants on the other.","algebra;algebraic;equations;solving;containing;binomial;expressions;equation","approved_hierarchy_v1"
